request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,request_word_ja,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en,response_word_ja
estudiar,es,verb,/estuðjaɾ/,øbuɶ,to study,勉強する,débroussaillent,fr,noun,/debʁusaj/,øbuɶ,brush,みがきます
study,en,verb,/ˈstədi/,bəy,study,勉強,stării,ro,noun,/stərij/,bəy,sTATUS,状態
opiskelu,fi,verb,/ˈopisˌkelu/,oybøu,study,勉強,slipmetru,ro,noun,/slipmetru/,bybøu,Slipmeter,スリップメーター
공부하다,ko,verb,/ko̞ŋbuɦa̠da̠/,omuɶɶ,study,勉強,débroussailla,fr,noun,/debʁusaja/,øbuɶɶ,brush,みがきます
짐,ko,verb,/t͡ɕim/,bym,load,ロード,睃,zh-cn,verb,/tɕyn˥˩/,bym,Bleak,暗い
ladata,fi,verb,/ˈlɑdɑtɑ/,ɑɑɑ,charge,充電,enchantant,fr,verb,/ɑ̃ʃɑ̃tɑ̃/,ɑɑɑ,singing,歌
load,en,verb,/ˈɫoʊd/,oʊb,load,ロード,Bonus,de,noun,/ˈboːnʊs/,oʊb,bonus,ボーナス
حمل,ar,verb,/ħamala/,ɶɶɶ,Pregnancy,妊娠,barata,es,adjective,/baɾata/,ɶɶɶ,cheap,安いです
شك,ar,verb,/ʃakka/,ɶbɶ,Doubt,疑問に思う,talma,es,noun,/talma/,ɶbɶ,Talma,タルマ
doubt,en,verb,/ˈdaʊt/,ɶʊb,doubt,疑問に思う,Brauch,de,noun,/bʀaʊ̯x/,ɶʊb,Custom,カスタム
의심,ko,verb,/ɰiɕʰim/,yym,doubt,疑問に思う,jyrsin,fi,noun,/ˈjyrsin/,yym,milling cutter,フライス盤
tvivel,sv,verb,/tv'iːvɛl/,byœb,doubt,疑問に思う,strebeck,en,verb,/ˈstɹibɛk/,byœb,strebeck,ストレベック
quan sát,vi,verb,/waŋ˧˥ ʂak˦˥/,ɶɶb,observe,観察する,catarrhes,fr,verb,/kataʁ/,ɶɶb,catarrhes,カタル
검사,ko,verb,/kʌ̹msʰa̠/,ɔmɶ,test,テスト,bomba,is,verb,/pɔmpa/,ɔmɶ,bomb,爆弾
prüfen,de,verb,/ˈpʀyːfɱ̩/,ybm,check,小切手,film,id,noun,/film/,ybm,film,映画
فحص,ar,verb,/faħasˤa/,ɶɶɶ,to examine,調べる,batavia,fr,noun,/batavja/,ɶɶɶ,batavia,バタビア
föreskriva,sv,verb,/²f'øːrɛskriːvɛr/,øœbyœ,provide,提供,sous-estimait,fr,verb,/suzɛstimɛ/,uœbyœ,underestimated,過小評価
quy định,vi,verb,/wi˧˥ din˨ˀ˩ʔ/,yymb,regulations,規則,بدمس,ar,noun,/bidims/,yymb,With a stimulus,刺激があります
gemetar,id,adjective,/gəmətar/,əəɶ,shiver,震える,知识化,zh-cn,noun,/ʈʂɚ˥˥ ʂɚ˧ xwa˥˩/,əəɶ,Knowledge,知識
run rẩy,vi,adjective,/ʐuŋ͡m˧˥ ʐɤ̆j˧˩˨/,umo,trembling,震え,unjo,es,noun,/uŋxo/,umo,Unjo,ウンジョ
temblar,es,verb,/temblaɾ/,ømbɶ,tremble,震える,bệnh xá,vi,noun,/ben˨ˀ˩ʔ sa˩˧/,ømbɶ,amnesty,恩赦
يرتعش,ar,adjective,/jartaʕiʃ/,ɶɶy,Tremble,震える,armoarii,ro,noun,/armŏarij/,ɶɶy,armorial bearings,鎧のベアリング
dính máu,vi,adjective,/jin˩˧ măw˩˧/,ymm,bloody,血まみれ,hymnes,fr,noun,/imn/,ymm,hymns,賛美歌
دموي,ar,adjective,/damaʊijj/,ɶɶʊy,bloody,血まみれ,muldowney,en,noun,/ˈməɫdaʊni/,əɶʊy,muldowney,Muldowney
verinen,fi,adjective,/ˈverinen/,øyøm,bloody,血まみれ,repiten,es,verb,/repiten/,øyøm,They repeat,彼らは繰り返します
kết luận,vi,verb,/ket˦˥ lwɤ̆ŋ˨ˀ˩ʔ/,øbomb,conclusion,結論,réspons,id,noun,/respons/,øbomb,Réspons,レスポン
conclude,en,verb,/kənˈkɫud/,əmub,conclude,結論,kempul,id,adjective,/kəmpul/,əmub,flat,平らな
끝내다,ko,verb,/k͈ɯnnɛ̝da̠/,umœɶ,finish,終了,brúnleita,is,noun,/prunlɛjta/,umœɶ,brown,茶色
concluir,es,verb,/konklwiɾ/,omby,conclude,結論,整齐,zh-cn,verb,/ʈʂɤŋ˨˩˦ tɕʰi˧˥/,omby,tidy,几帳面
نستنتج,ar,verb,/nastantidʒ/,ɶbɶmyb,We conclude,結論付けます,Atlantis,de,noun,/ˈʔatlantis/,ɶbɶmyb,Atlantis,アトランティス
sluta,sv,verb,/²sl'ʉːta/,bʉɶ,stop,止まる,sfârnar,ro,adjective,/sfɨrnar/,bʉɶ,finnar,フィナー
girig,sv,adjective,/²j'iːrɪg/,yʏb,greedy,よく深い,sýnis,is,verb,/siːnɪs/,yʏb,demonstrate,実証します
tamak,id,adjective,/tamaʔ/,ɶɶb,greedy,よく深い,pakkað,is,verb,/pʰahkað/,ɶɶb,packed,詰め込まれています
طماع,ar,adjective,/tˤammaːʕ/,ɶmɶb,greedy,よく深い,framsal,is,noun,/framsal/,ɶmɶb,endorsement,承認
lockande,sv,adjective,/²l'ɔkːandɛ/,ɔɶmœ,attractive,魅力的,언안개,ko,noun,/ʌ̹na̠nɡɛ̝/,ɔɶmœ,Frozen dog,冷凍犬
诱人,zh-cn,verb,/joʊ˥˩ ʐən˧˥/,oʊəm,Seductive,魅惑的,sowden,en,verb,/ˈsoʊdən/,oʊəm,sowden,ソウデン
유혹,ko,adjective,/juβo̞k̚/,uob,Temptation,誘惑,rougeaudes,fr,adjective,/ʁuʒod/,uob,reddish,赤みがかった
يحفز,ar,verb,/jaħfiz/,ɶbyb,Motivate,動機付ける,Talmud,fr,noun,/talmyd/,ɶbyb,Talmud,タルムード
estimular,es,verb,/estimulaɾ/,øbyuɶ,to stimulate,刺激する,وبريكوردر,ar,noun,/wabiriːkuːrdar/,ɶyyuɶ,Berikorder,berikorder
stimuli,eo,verb,/stimuli/,byuy,stimulate,刺激,củ mỉ cù mì,vi,noun,/ku˧˩˨ mi˧˩˨ ku˦˨ mi˦˨/,uyuy,cabinet,戸棚
stimuloida,fi,verb,/ˈstimuˌloidɑ/,byuoyɑ,stimulate,刺激,Ziehharmonika,de,noun,/ˈtsiːaɾmonikɑ/,byɶoyɑ,Accordion,アコーディオン
merangsang,id,verb,/məraŋsaŋ/,əɶmɶm,stimulate,刺激,石炭酸,zh-cn,verb,/ʂɚ˧˥ tʰan˥˩ swan˥˥/,əɶmɶm,Carbonic acid,炭酸
mancha,es,verb,/maɲtʃa/,ɶmɶ,stain,染色,transa,eo,noun,/transa/,ɶmɶ,trans,トランス
strong,en,adjective,/ˈstɹɔŋ/,bɔm,strong,強い,trognes,fr,noun,/tʁɔɲ/,bɔm,grooves,溝
stark,sv,adjective,/starːk/,bɶb,strong,強い,start,is,verb,/star̥t/,bɶb,govern,統治
kuat,id,adjective,/kuat/,uɶb,strong,強い,hjúfrað,is,noun,/çuvrað/,uɶb,nausea,吐き気
klänning,sv,verb,/²kl'ɛnːɪŋ/,bœʏm,dress,ドレス,切音,zh-cn,verb,/tɕʰjɛ˥˩ ɪn˥˥/,bœʏm,Cut,切る
gaun,id,verb,/gaun/,ɶum,gown,ガウン,ám,is,noun,/auːm/,ɶum,compair,compair
preguntarse,es,verb,/pɾeɣuntaɾse/,øumɶø,wonder,不思議,afundare,ro,noun,/afundare/,ɶumɶø,immersion,没入
يتعجب,ar,verb,/jataʕadʒʒab/,ɶɶɶɶb,Wonder,不思議,fracasadas,es,adjective,/fɾakasaðas/,ɶɶɶɶb,failed,失敗した
pirullinen,fi,adjective,/ˈpirulˌlinen/,yubyøm,devilish,悪魔,acuclillen,es,verb,/akukliʎen/,ɶubyøm,Acuclillen,Acuclillen
vermeiden,de,verb,/fɛɐ̯ˈmaɪ̯dən/,œɐɶʏəm,avoid,避ける,scrapiron,en,noun,/ˈskɹæˌpaɪɝn/,bæɶʏəm,scrapiron,スクラピロン
menghindari,id,verb,/məŋhindari/,əymɶy,avoid,避ける,لانمائي,ar,noun,/liʔinmaːʔijj/,yymɶy,Nonexistent,存在しない
避ける,ja,verb,/sakeɾɯ/,ɶøu,avoid,避ける,사회부,ko,noun,/sʰa̠ɦø̞bu/,ɶøu,Social department,社会部門
避免,zh-cn,verb,/pi˥˩ mjɛn˨˩˦/,yœm,avoid,避ける,Siedern,de,noun,/ˈziːdɛɾn/,yœm,Settle,解決
känna igen,sv,verb,/ɕɛnɛrɪj'ɛnː/,œœʏœm,recognize,認識,überfüttern,de,verb,/ˈʔyːbɛɾfʏtɛɾn/,yœʏœm,overfeed,オーバーフィード
övervaka,sv,verb,/²'øːvɛrvɑːka/,øœɑɶ,monitor,モニター,Engelhaar,de,noun,/ʔɛŋɛlɑaɽ/,œœɑɶ,Angel hair,天使の髪
الإشراف,ar,verb,/aːlʔiʃraːf/,ɶbyɶb,Supervision,監督,vaccinal,ro,adjective,/vaktʃinal/,ɶbyɶb,vaccine,ワクチン
supervisar,es,verb,/supeɾβisaɾ/,uøyɶ,Supervise,監督します,karmezina,eo,noun,/karmezina/,ɶøyɶ,Karmezina,Karmezina
valvoa,fi,verb,/ˈvɑlvoɑ/,ɑboɑ,stay up,起きてください,engrossant,fr,noun,/ɑ̃gʁosɑ̃/,ɑboɑ,engineering,エンジニアリング
þröngt,is,adjective,/θrœiŋ̊t/,œymb,tight,きつい,deschenes,en,noun,/ˈdɛʃinz/,œymb,deschenes,デシェン
smal,sv,adjective,/smɑːl/,bɑb,thin,薄い,Skat,de,noun,/ˈskɑːt/,bɑb,Skate,スケート
ضيق,ar,adjective,/dˤajjaqa/,ɶɶɶ,narrow,狭い,hát ả đào,vi,verb,/hak˦˥ a˧˩˨ daw˦˨/,ɶɶɶ,dao,ダオ
arvostelu,fi,verb,/ˈɑrvosˌtelu/,ɑobøu,review,レビュー,エコー・チェック,ja,noun,/ekoː tɕekːɯ/,øobøu,Echo check,エコー・チェック
tinjauan,id,verb,/tindʒauan/,ymɶuɶm,Review,レビュー,encarrujan,es,verb,/eŋkaruxan/,ømɶuɶm,Start,始める
검토,ko,verb,/kʌ̹mtʰo̞/,ɔmo,examine,診る,bonneteaux,fr,noun,/bɔnto/,ɔmo,mood,ムード
menyenangkan,id,adjective,/məɲənaŋkan/,əəɶmɶm,pleasant,楽しい,虎视眈眈,zh-cn,verb,/xu˨˩˦ ʂɚ˥˩ tan˥˥ tan˥˥/,uəɶmɶm,Tiger,虎
素晴らしい,ja,adjective,/sɯbaɾaɕii/,uɶɶyy,Amazing,素晴らしい,malkatizi,eo,verb,/malkatizi/,ɶbɶyy,to reveal,明らかにする
محبوب,ar,adjective,/maħbuːb/,ɶbub,lovable,愛らしい,Schlapphut,de,noun,/ˈʃlapfut/,ɶbub,Floppy hat,フロッピー帽子
feitur,is,adjective,/feiːtʏr/,øyʏ,fat,太い,demütig,de,,/ˈdeːmytɪç/,øyʏ,humble,謙虚
지방,ko,adjective,/t͡ɕiba̠ŋ/,byɶm,Fat,太い,kvíðann,is,noun,/kʰviːðan/,byɶm,anxiety,不安
gemuk,id,adjective,/gəmuʔ/,əub,fat,太い,secourt,fr,verb,/səkuʁ/,əub,rescuer,救助者
mập mạp,vi,adjective,/mɤ̆p˨ˀ˩ʔ map˨ˀ˩ʔ/,obbɶbb,fat,太い,sovplats,sv,noun,/²s'oːvplatːs/,obbɶbb,sleeping space,寝室
hvísla,is,verb,/kʰvistla/,bybbɶ,whisper,ささやきます,frustras,fr,verb,/fʁystʁa/,bybbɶ,frustrated,欲求不満
يهمس,ar,verb,/jahmis/,ɶyb,Whisper,ささやきます,bánh vít,vi,noun,/ban˩˧ jit˦˥/,ɶyb,worm gear,ウォームギア
chuchotement,fr,verb,/ʃyʃɔtmɑ̃/,yɔbɑ,whisper,ささやきます,Minolta,de,noun,/ˈmiːnɔltɑ/,yɔbɑ,Minolta,ミノルタ
förfall,sv,verb,/fœrf'alː/,œɶb,decay,減衰,leurrasses,fr,verb,/lœʁas/,œɶb,hiring,雇用
pourriture,fr,verb,/puʁityʁ/,uyyb,rot,腐敗,ruginit,ro,verb,/rudʒinit/,uyyb,rusty,さび
تسوس,ar,verb,/tasawwasa/,ɶɶɶɶ,Decay,減衰,rappakalja,sv,noun,/²r'apːakalːja/,ɶɶɶɶ,RAPKALJA,ラプカルジャ
rotnun,is,verb,/rɔhtnʏn/,ɔbʏm,decay,減衰,hållning,sv,noun,/²h'ɔlːnɪŋ/,ɔbʏm,posture,姿勢
ngu ngốc,vi,adjective,/ŋu˧˥ ŋok͡p˦˥/,uobb,stupid,バカ,tusopt,ro,adjective,/tusopt/,uobb,tusop,tusop
أحمق,ar,adjective,/ʔaħmaqa/,ɶbɶɶ,Foolish,馬鹿げた,matvara,is,noun,/maːtvara/,ɶbɶɶ,food,食物
regnig,sv,adjective,/²r'ɛŋːnɪg/,œmʏb,rainy,雨の,Fernlicht,de,noun,/ˈfɛɾnˌlɪçt/,œmʏb,High beam,ハイビーム
sateinen,fi,adjective,/ˈsɑteinen/,ɑøyøm,rainy,雨の,protegieren,de,verb,/pɾoteˈgiːɾen/,oøyøm,protect,守る
ploios,ro,adjective,/plojos/,boob,rainy,雨の,skool,fi,adjective,/ˈskool/,boob,skool,skool
기쁨,ko,adjective,/kip͈ɯm/,yum,pleasure,喜び,pikun,id,noun,/pikun/,yum,senile,老人
ĝojo,eo,adjective,/d͡ʒoio/,oyo,joy,喜び,Domino,de,noun,/ˈdoːmino/,oyo,domino,ドミノ
kaufen,de,verb,/ˈkaofən/,ɶoəm,to buy,買う,raportăm,ro,verb,/raportəm/,ɶoəm,relate,関連
معروف,ar,verb,/maʕruːf/,ɶub,a favour,好意,암흑,ko,adjective,/a̠mɣɯk̚/,ɶub,dark,暗い
fronde,fr,verb,/fʁɔ̃d/,bɔb,sling,スリング,척,ko,noun,/t͡ɕʰʌ̹k̚/,bɔb,chuck,チャック
khiêu khích,vi,adjective,/xiəw˧˥ xit˦˥/,yəyb,provocative,挑発的,vinărit,ro,verb,/vinərit/,yəyb,winery,ワイナリー
sfidător,ro,adjective,/sfidətor/,byəo,defiant,反抗的,say như điếu đổ,vi,adjective,/ʂăj˧˥ ɲɯ˧˥ diəw˩˧ do˧˩˨/,uyəo,drunk,酔っ払い
反抗,zh-cn,verb,/fan˨˩˦ kʰɑŋ˥˩/,ɶmɑm,Resist,抵抗,ankam,de,verb,/ˈʔanˌkɑːm/,ɶmɑm,arrived,到着した
pararse,es,verb,/paɾaɾse/,ɶɶø,stop,止まる,masare,ro,noun,/masare/,ɶɶø,massaging,マッサージ
seisoa,fi,verb,/ˈseisoɑ/,øyoɑ,stand,台,ankylosant,fr,verb,/ɑ̃kilozɑ̃/,ɑyoɑ,nagging,しつこい
berdiri,id,verb,/bərdiri/,əyy,stand up,立ち上がる,pollini,en,noun,/pəˈɫini/,əyy,pollini,Pollini
انتصاب,ar,verb,/intisˤaːb/,ymyɶb,Erection,勃起,심리학,ko,noun,/ɕʰimniɦa̠k̚/,ymyɶb,psychology,心理学
impecable,es,adjective,/impekaβle/,ymøɶbø,impeccable,完璧です,Fliegerabwehr,de,noun,/ˈfliːgeɾapveɾ/,byøɶbø,Aviation defense,航空防衛
offend,en,verb,/əˈfɛnd/,əœmb,offend,気分を害する,gelernt,de,verb,/gəˈlɛɾnt/,əœmb,learned,学んだ
beleidigen,de,verb,/bəˈlaedɪgən/,əɶøʏəm,offend,気分を害する,allegation,en,noun,/ˌæɫəˈɡeɪʃən/,æəøʏəm,allegation,申し立て
ofender,es,verb,/ofendeɾ/,oømø,to offend,気分を害する,ohenne,fi,verb,/ˈohenne/,oømø,thinner,薄い
åberopa,sv,verb,/²'oːbɛruːpa/,oœuɶ,invoke,呼び出します,재우다,ko,verb,/t͡ɕɛ̝uda̠/,bœuɶ,load with,でロードします
간청,ko,verb,/ka̠nt͡ɕʰʌ̹ŋ/,ɶmbɔm,supplication,嘆願,Armstrong,de,noun,/ˈʔaɾmstɾɔŋ/,ɶmbɔm,Arm strong,強い腕
ناشد,ar,verb,/naːʃada/,ɶɶɶ,Appeal,訴える,惜,ja,noun,/ataɾa/,ɶɶɶ,Regret,惜
biện hộ,vi,verb,/biəŋ˨ˀ˩ʔ ho˨ˀ˩ʔ/,yəmob,advocate,提唱する,disemprot,id,verb,/disəmprot/,yəmob,sprayed,スプレー
valua,fi,verb,/ˈvɑluɑ/,ɑuɑ,drain,ドレイン,Tabula,de,noun,/ˈtɑːbulɑ/,ɑuɑ,Taboo,タブー
repaleinen,fi,adjective,/ˈrepɑˌleinen/,øɑøyøm,ragged,ぼろぼろ,Jagdrevieren,de,noun,/jagdɾeˈviːɾen/,ɶbøyøm,Hunting,狩猟
forsæti,is,verb,/fɔr̥saitɪ/,ɔɶyʏ,pen,ペン,metaphysisch,de,,/ˈmeːtafyzɪʃ/,øɶyʏ,metaphysical,形而上学
präsidieren,de,verb,/pɾɛziˈdiːɾen/,œyyøm,preside,司会,定期戦,ja,noun,/teikiseɴ/,øyyøm,Regular battle,定期戦
johtaa,fi,verb,/ˈjohtɑɑ/,oɑɑ,to lead,リードする,comandant,fr,noun,/komɑ̃dɑ̃/,oɑɑ,commanding officer,司令官
preside,en,verb,/pɹiˈzaɪd/,yɶʏb,preside,司会,Kühnheit,de,noun,/ˈkyːnhaɪ̯t/,yɶʏb,audacity,大胆さ
låtsas,sv,verb,/²l'ɔtːsas/,ɔbɶb,pretend,演じる,걸작,ko,noun,/kʌ̹ɭd͡ʑa̠k̚/,ɔbɶb,masterpiece,傑作
þykjast,is,verb,/θɪːcast/,ʏɶbb,pretend,演じる,Inhalt,de,noun,/ˈʔɪnalt/,ʏɶbb,contents,コンテンツ
vihainen,fi,adjective,/ˈvihɑinen/,yɑyøm,mad,狂った,degradieren,de,verb,/dɛgɾɑˈdiːɾen/,œɑyøm,degrade,劣化
غاضب,ar,adjective,/ɣaːdˤib/,ɶyb,Angry,怒り,bài vị,vi,noun,/baj˦˨ ji˨ˀ˩ʔ/,ɶyb,tablet,タブレット
phẫn nộ,vi,adjective,/fɤ̆ŋ˧˩˨ no˨ˀ˩ʔ/,omob,angry,怒り,control,es,noun,/kontɾol/,omob,control,コントロール
busuk,id,verb,/busuʔ/,uub,rotten,腐った,근육,ko,noun,/kɯɲjuk̚/,uub,muscle,筋
construi,ro,adjective,/konstrui/,ombuy,build,建てる,konkludi,eo,verb,/konkludi/,ombuy,to conclude,結論
بناء,ar,verb,/binaːʔ/,yɶb,Building,建物,ial,eo,noun,/ial/,yɶb,ial,ial
konstruieren,de,verb,/kɔnstɾuiːɾen/,ɔmbuyøm,to construct,構築する,orânduisem,ro,verb,/orɨnduisem/,oʉmuyøm,I had ordained,私は叙階しました
تعيين,ar,verb,/taʕjiːn/,ɶym,Designation,指定,masing,id,noun,/masiŋ/,ɶym,each,各
정하다,ko,verb,/t͡ɕʌ̹ŋɦa̠da̠/,bɔɶɶ,decide,決めます,胳膊腕儿,zh-cn,noun,/kɤ˥˥ pɔ˧ wan˥˩ aɻ˧/,oɔɶɶ,Wrist,手首
nombrar,es,verb,/nombɾaɾ/,omɶ,to name,名付ける,꼲다,ko,noun,/k͈o̞ntʰa̠/,omɶ,꼲,꼲
芳香,zh-cn,verb,/fɑŋ˥˥ ɕjɑŋ˥˥/,ɑmɑm,aromatic,芳香,gendarme,en,noun,/ˈʒɑnˌdɑɹm/,ɑmɑm,gendarme,ジェンダーム
aromatique,fr,adjective,/aʁɔmatik/,ɶɔɶyb,aromatic,芳香,photographiert,de,verb,/fotɔgɾafiːɾt/,oɔɶyb,photographed,写真撮影
aromatik,id,adjective,/aromatiʔ/,ɶoɶyb,aromatic,芳香,ausrangiert,de,verb,/ˈʔaosɾaŋiːɾt/,ɶoɶyb,discarded,廃棄されました
가짜,ko,adjective,/ka̠t͡ɕ͈a̠/,ɶbɶ,fake,偽,アーチャー,ja,noun,/aːtɕaː/,ɶbɶ,Archer,アーチャー
giả mạo,vi,adjective,/ja˧˩˨ maw˨ˀ˩ʔ/,ɶɶb,fake,偽,가합,ko,noun,/ka̠ɦa̠p̚/,ɶɶb,Agency,エージェンシー
ósekju,is,adjective,/ouːsɛcʏ/,ouœʏ,seduction,誘惑,zufällig,de,,/ˈt͡suːfɛlɪç/,buœʏ,coincidentally,偶然にも
analysoida,fi,verb,/ˈɑnɑlyˌsoidɑ/,ɑɑyoyɑ,analyze,分析します,Nordcarolina,de,noun,/ˈnɔɾtkɑɾolinɑ/,ɔbɑoyɑ,North Carolina,ノースカロライナ州
تحليل,ar,verb,/taħliːl/,ɶbyb,analysis,分析,chát xít,vi,noun,/cak˦˥ sit˦˥/,ɶbyb,acrid,アクリド
menganalisa,id,verb,/məŋanalisa/,əɶɶyɶ,analyze,分析します,idolatriza,ro,noun,/idolatriza/,yoɶyɶ,idolize,偶像化します
analizar,es,verb,/analiθaɾ/,ɶɶyɶ,analyze,分析します,stæla,is,verb,/staiːla/,bɶyɶ,imitate,模倣します
分析,zh-cn,verb,/fən˥˥ ɕi˥˥/,əmy,analyze,分析します,dempir,id,verb,/dəmpir/,əmy,Dempir,デンピア
조사하다,ko,verb,/t͡ɕo̞sʰa̠ɦa̠da̠/,boɶɶɶ,Investigate,調査,contre-attaquas,fr,noun,/kɔ̃tʁataka/,ɔbɶɶɶ,counter-attack,反撃
tutkia,fi,verb,/ˈtutkiɑ/,ubyɑ,explore,見る,fournissant,fr,verb,/fuʁnisɑ̃/,ubyɑ,providing,提供する
examina,ro,verb,/egzamina/,øbɶyɶ,review,レビュー,Đan Lai-Ly Hà,vi,noun,/daŋ˧˥ laj˧˥-li˧˥ ha˦˨/,ɶmɶyɶ,Dan Lai-ly Ha,ダン・リーリー・ハ
examiner,fr,verb,/ɛgzamine/,œbɶyø,examine,診る,ausrangiere,de,adjective,/ˈʔaosɾaŋiːɾe/,ɶoɶyø,discard,破棄
فحص,ar,verb,/faħasˤa/,ɶɶɶ,to examine,調べる,화하다,ko,verb,/ɸwa̠ɦa̠da̠/,ɶɶɶ,Reconcile,和解します
betala,sv,verb,/bɛt'ɑːla/,œɑɶ,pay,支払い,incendia,fr,noun,/ɛ̃sɑ̃dja/,œɑɶ,incendia,インセンディア
maksaa,fi,verb,/ˈmɑksɑɑ/,ɑbɑɑ,pay,支払い,enclenchements,fr,verb,/ɑ̃klɑ̃ʃmɑ̃/,ɑbɑɑ,start -ups,start -ups
지불,ko,verb,/t͡ɕibuɭ/,byu,payment,支払い,styrbord,sv,noun,/st'yːrbuːɖ/,byu,starboard,右舷
réjouir,fr,verb,/ʁeʒwiʁ/,øyb,rejoice,喜ぶ,seis,fi,verb,/ˈseis/,øyb,Stop,止まる
喜ぶ,ja,verb,/joɾokobɯ/,ooou,be happy,喜ぶ,킬로볼트,ko,noun,/kçiɭɭo̞bo̞ɭtʰɯ/,yoou,Kilobolt,キロボルト
hân hoan,vi,verb,/hɤ̆ŋ˧˥ hwaŋ˧˥/,oɶm,joyful,楽しげ,모방,ko,noun,/mo̞ba̠ŋ/,oɶm,copy,コピー
pourriture,fr,verb,/puʁityʁ/,uyyb,rot,腐敗,houdini's,en,noun,/huˈdiniz/,uyyb,houdini's,Houdini's
부식,ko,verb,/puɕʰik̚/,uyb,corrosion,腐食,أهجئ,ar,verb,/ʔuhdʒiʔ/,uyb,Hurry,忙しい
hengellinen,fi,adjective,/ˈhengelˌlinen/,ømøbyøm,spiritual,スピリチュアル,întreținem,ro,verb,/ɨntretsinem/,ʉmøbyøm,maintain,維持
spiritual,en,adjective,/ˈspɪɹɪˌtʃuəɫ/,bʏʏuə,spiritual,スピリチュアル,Gummischuhe,de,noun,/ˈgʊmmɪʃuə/,ʊmʏuə,Rubber shoe,ラバーシューズ
rohani,id,adjective,/rohani/,oɶy,spiritual,スピリチュアル,ponasí,es,adjective,/ponaˈsi/,oɶy,PONASÍ,ポナシ
mánh khóe,vi,verb,/man˩˧ xwe˩˧/,ɶmø,dodging,回避,danke,eo,noun,/danke/,ɶmø,Thanks,ありがとう
