request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,request_word_ja,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en,response_word_ja
ride,en,verb,/ˈɹaɪd/,ɶʏb,ride,乗る,maffig,sv,adjective,/m'afːɪg/,ɶʏb,Great,偉大な
알리다,ko,verb,/a̠ɭʎida̠/,ɶyɶ,inform,知らせる,أثم,ar,noun,/ʔaθima/,ɶyɶ,sin,罪
peringatan,id,verb,/pəriŋatan/,əyɶɶm,warning,警告,handicapâmes,fr,noun,/ʼɑ̃dikapam/,ɑyɶɶm,handicap,ハンディキャップ
alerta,es,verb,/aleɾta/,ɶøɶ,alert,アラート,ca-mê-ra,vi,noun,/ka˧˥-me˧˥-ʐa˧˥/,ɶøɶ,Caesia,カエシア
alert,en,verb,/əˈɫɝt/,əəb,alert,アラート,tretet,de,verb,/ˈtɾətət/,əəb,trial,トライアル
유지하다,ko,verb,/jud͡ʑiɦa̠da̠/,ubyɶɶ,maintain,維持,apprivoisa,fr,verb,/apʁivwaza/,ɶbyɶɶ,tamed,飼いならされた
保つ,ja,verb,/tamotsɯ/,ɶobu,keep,保つ,auffuhr,de,noun,/ˈʔaofˌfuɾ/,ɶobu,open,開いた
abhängen,de,verb,/ˈʔaphɛŋən/,ɶœəm,depend,それによる,发言人,zh-cn,noun,/fa˥˥ jɛn˧˥ ʐən˧˥/,ɶœəm,spokesman,スポークスマン
háð,is,verb,/hauːð/,ɶub,capture,捕獲,amour,fr,verb,/amuʁ/,ɶub,love,愛
تعتمد,ar,verb,/taʕtamid/,ɶbɶyb,Depends,依存します,pragmatik,id,adjective,/pragmatiʔ/,ɶbɶyb,pragmatic,実用的
의존하다,ko,verb,/ɰid͡ʑo̞nɦa̠da̠/,yboɶɶ,be dependent,依存する,ホストファーザー,ja,noun,/hosɯtoɸaːzaː/,ouoɶɶ,Hostfather,ホストファーザー
depender,es,verb,/dependeɾ/,øømø,to depend,依存する,prezente,ro,adjective,/prezente/,øømø,present,現在
breakable,en,adjective,/ˈbɹeɪkəbəɫ/,øʏəə,breakable,壊れやすい,不省人事,zh-cn,verb,/pu˥˩ ɕɪŋ˨˩˦ ʐən˧˥ ʂɚ˥˩/,uʏəə,Personnel,職員
etiqueta,es,adjective,/etiketa/,øyøɶ,label,ラベル,phù thuỷ đền gà,vi,noun,/fu˦˨ tʰwi˧˩˨ den˦˨ ɣa˦˨/,uyøɶ,Chicken Temple witch,チキンテンプルウィッチ
protéger,fr,verb,/pʁɔteʒe/,bɔøø,protect,守る,verbeule,de,noun,/ˈvɛɾpˌɔøle/,œɔøø,dump,ごみ
beschützen,de,verb,/bəˈʃʏtsən/,əʏbəm,to protect,守ること,ehrlichman,en,noun,/ˈɝɫɪkmən/,əʏbəm,ehrlichman,Ehrlichman
melindungi,id,verb,/məlinduŋi/,əymuy,protect,守る,amindumi,eo,verb,/amindumi/,ɶymuy,to love,愛する
proteja,ro,verb,/proteʒa/,oøɶ,protect,守る,sonéta,id,noun,/soneta/,oøɶ,Sonéta,ソネタ
malicious,en,adjective,/məˈɫɪʃəs/,əʏəb,malicious,悪意のある,feiges,de,adjective,/ˈfəɪgəs/,əʏəb,cowardly,臆病な
malica,eo,adjective,/malit͡sa/,ɶybɶ,malicious,悪意のある,ないちゃー,ja,noun,/naitɕaː/,ɶybɶ,Na,ないちゃー
abstrak,id,verb,/abstraʔ/,ɶbbɶb,abstract,概要,castrassent,fr,verb,/kastʁas/,ɶbbɶb,castrate,去勢
抽象,zh-cn,verb,/ʈʂʰoʊ˥˥ ɕjɑŋ˥˩/,oʊɑm,abstract,概要,kohan,en,noun,/ˈkoʊhɑn/,oʊɑm,kohan,コハン
貧しい,ja,adjective,/mazɯɕii/,ɶuyy,poor,貧しい,kunruliĝi,eo,verb,/kunrulid͡ʒi/,uuyy,to roll out,ロールアウトします
miskin,id,adjective,/miskin/,ybym,poor,貧しい,kytkin,fi,verb,/ˈkytkin/,ybym,switch,スイッチ
入手可能,ja,adjective,/njɯɯɕɯkanoɯ/,uuuɶou,available,入手可能,oscilatoriu,ro,adjective,/ostʃilatorju/,obyɶou,oscillating,振動
asequible,es,adjective,/asekiβle/,ɶøybø,affordable,手頃な価格,virhepiste,fi,noun,/ˈvirheˌpiste/,yøybø,point,点
fáanlegt,is,adjective,/fauːanlɛxt/,ɶuɶmœbb,available,利用可能,zusandtest,de,noun,/ˈtsuːˌzantɛst/,buɶmœbb,scenario test,シナリオテスト
biết,vi,verb,/biək˦˥/,yəb,know,知る,krieger's,en,noun,/ˈkɹiɡɝz/,yəb,krieger's,クリーガーの
kennt,de,verb,/ˈkɛnnt/,œmmb,knows,知っている,quen mắt,vi,noun,/wɛŋ˧˥ măk˦˥/,œmmb,gain eye,目を獲得します
أعرف,ar,verb,/ʔaʕraf/,ɶɶb,I know,知っている,kajak,is,noun,/kʰaːjak/,ɶɶb,kayak,カヤック
rakus,id,adjective,/rakus/,ɶub,greedy,よく深い,salud,es,noun,/saluð/,ɶub,Health,健康
dispensar,es,verb,/dispensaɾ/,ybømɶ,dispense,分配します,pigmentar,ro,adjective,/piɡmentar/,ybømɶ,pigment,顔料
stricken,de,verb,/ˈʃtʀɪkŋ̩/,ʏbm,knit,ニット,ryggmärg,sv,noun,/²r'ʏgːmärːj/,ʏbm,spinal cord,脊髄
prjónað,is,verb,/pʰrjouːnað/,ouɶb,knit,ニット,rotunas,es,noun,/rotunas/,ouɶb,Rotunas,ロトゥナ
menciptakan,id,verb,/məntʃiptakan/,əmybɶɶm,create,作成,للاصفهان,ar,noun,/lilʔisˤfahaːn/,ybybɶɶm,Al -Isfahan,Al -isfahan
inventar,es,verb,/imbentaɾ/,ymømɶ,to invent,発明します,金盞花,ja,noun,/kiɴseɴka/,ymømɶ,Golden flower,金盞花
phát minh,vi,verb,/fak˦˥ min˧˥/,ɶbym,invention,発明,mastín,es,verb,/maˈstin/,ɶbym,mastiff,マスティフ
اختراع,ar,verb,/ixtiraːʕ/,ybyɶb,invention,発明,ijtihad,id,noun,/idʒtihad/,ybyɶb,Ijtihad,ijtihad
changeable,en,adjective,/ˈtʃeɪndʒəbəɫ/,øʏməə,changeable,変更可能,zündete,de,verb,/ˈtsʏndətə/,bʏməə,ignited,点火
変更可能,ja,adjective,/heɴkoɯkanoɯ/,ømouɶou,Can be changed,変更可能,로스또브-나-도누,ko,noun,/ɾo̞sʰɯt͈o̞bɯ-na̠-do̞nu/,ououɶou,Ross Tob-Me-Donu,ロス・トブ・ミー・ドヌ
sviti,is,verb,/svɪːtɪ/,bʏʏ,sweat,汗,skittish,en,verb,/ˈskɪtɪʃ/,bʏʏ,skittish,スキッティッシュ
svettas,sv,verb,/²sv'ɛtːas/,bœɶb,sweat,汗,재학,ko,verb,/t͡ɕɛ̝ɦa̠k̚/,bœɶb,Attending,参加
predecir,es,verb,/pɾeðeθiɾ/,øøy,predict,予測する,sékrési,id,noun,/seʔresi/,øøy,Sékrési,セクレシ
manis,id,adjective,/manis/,ɶyb,sweet,甘い,a-xit,vi,noun,/a˧˥-sit˧˥/,ɶyb,A-Bit,Aビット
dulce,es,verb,/dulθe/,ubø,sweet,甘い,ulcer,ro,noun,/ultʃer/,ubø,ulcer,潰瘍
dulce,ro,adjective,/dultʃe/,ubø,sweet,甘い,xúp lê,vi,verb,/sup˦˥ le˧˥/,ubø,pear,梨
melihat,id,verb,/məlihat/,əyɶb,see,見る,revissassent,fr,noun,/ʁəvisas/,əyɶb,Revise,改訂
skåda,sv,verb,/²sk'oːda/,boɶ,behold,見よ,策划,zh-cn,verb,/tsʰɤ˥˩ xwa˥˩/,boɶ,plan,予定
가르치다,ko,verb,/ka̠ɾɯt͡ɕʰida̠/,ɶubyɶ,teach,教える,菊萵苣,ja,noun,/kikɯdʑiɕa/,yubyɶ,Chrysanthemum,菊萵苣
mengajar,id,verb,/məŋadʒar/,əɶɶ,teach,教える,cărarea,ro,noun,/kərarĕa/,əɶɶ,path,道
教,zh-cn,verb,/tɕjɑʊ˥˩/,bɑʊ,teach,教える,smartkort,sv,noun,/²sm'ɑːʈkʊʈː/,bɑʊ,Smart card,スマートカード
enseñar,es,verb,/enseɲaɾ/,ømøɶ,to teach,教えるために,戦前派,ja,noun,/seɴzeɴha/,ømøɶ,Pre -war school,戦前派
教える,ja,verb,/oɕieɾɯ/,oyøu,teach,教える,유피테르,ko,noun,/jupʰitʰe̞ɾɯ/,uyøu,Eupiter,eupiter
اغلق,ar,verb,/ʔaɣlaqa/,ɶɶɶ,close,近い,alarma,eo,verb,/alarma/,ɶɶɶ,alarming,警戒
sulkea,fi,verb,/ˈsulkeɑ/,ubøɑ,close,近い,rouspétât,fr,adjective,/ʁuspetɑ/,ubøɑ,rouspétât,rouspétât
stänga,sv,verb,/st'ɛŋːɛr/,bœœ,close,近い,检阅,zh-cn,noun,/tɕjɛn˨˩˦ ɥœ˥˩/,bœœ,review,レビュー
profuse,en,verb,/pɹəfˈjus/,əub,profuse,大量,refoulent,fr,verb,/ʁəful/,əub,repress,抑圧します
runsas,fi,verb,/ˈrunsɑs/,umɑb,rich,リッチ,boomerangs,fr,noun,/bumʁɑ̃g/,umɑb,boomerangs,ブーメラン
boros,id,verb,/boros/,oob,wasteful,無駄です,gå åt,sv,verb,/goːr'oːt/,oob,go,行く
backen,de,verb,/ˈbakən/,ɶəm,to bake,焼く,Haydn,fr,noun,/ajdən/,ɶəm,Haydn,ハイドン
bohong,id,verb,/bohoŋ/,oom,lie,嘘,bodón,es,noun,/boˈðon/,oom,Bodon,ボドン
يكذب,ar,verb,/jakðib/,ɶbyb,He lies,彼は横たわる,alfiz,es,verb,/alfiθ/,ɶbyb,Alfiz,アルフィズ
lying,en,verb,/ˈɫaɪɪŋ/,ɶʏʏm,lying,嘘をついている,akrinum,is,noun,/aːkrɪnʏm/,ɶʏʏm,field,分野
tenang,id,adjective,/tənaŋ/,əɶm,calm,落ち着いて,jărpan,ro,noun,/ʒərpan/,əɶm,Jărpan,ジャルパン
bình yên,vi,adjective,/bin˦˨ iɛŋ˧˥/,yyœm,peaceful,平和的,pgm,en,adjective,/ˈpiˈdʒiˈɛm/,yyœm,pgm,PGM
pacifique,fr,adjective,/pasifik/,ɶyyb,peaceful,平和的,archiviert,de,verb,/ʔaɾxiːfiːɾt/,ɶyyb,archived,アーカイブ
fredlig,sv,adjective,/²fr'eːdlɪg/,øbʏb,peaceful,平和的,Fehltritt,de,noun,/ˈfeltɾɪt/,øbʏb,Misstep,ミスステップ
tekak,id,adjective,/təkaʔ/,əɶb,pharynx,咽頭,fătat,ro,verb,/fətat/,əɶb,kidded,キッド
gutural,es,adjective,/gutuɾal/,uuɶb,guttural,腹筋,chửi như hát hay,vi,verb,/cɯj˧˩˨ ɲɯ˧˥ hak˦˥ hăj˧˥/,uuɶb,cursing like singing well,よく歌うような呪い
bördig,sv,adjective,/²b'øːɖɪg/,øʏb,fertile,肥沃,ميح,ar,adjective,/meɪħ/,øʏb,Hoax,でっち上げ
비옥,ko,adjective,/pio̞k̚/,yob,fertility,受胎能力,kryphål,sv,noun,/²kr'yːphoːl/,yob,loophole,抜け穴
fertile,fr,adjective,/fɛʁtil/,œbyb,fertile,肥沃,lefties,en,noun,/ˈɫɛftiz/,œbyb,lefties,左利き
meniup,id,verb,/məniup/,əyub,blow,吹く,gătitul,ro,noun,/ɡətitul/,əyub,cooking,料理
explotar,es,verb,/eksplotaɾ/,øbbboɶ,blow,吹く,exploda,ro,noun,/eksploda/,øbbboɶ,explode,爆発します
souffler,fr,verb,/sufle/,ubø,blow,吹く,유제,ko,noun,/jud͡ʑe̞/,ubø,emulsion,乳剤
ينفخ,ar,verb,/janfux/,ɶmub,Swollen,腫れた,반듯,ko,adjective,/pa̠ndɯt̚/,ɶmub,As soon as possible,できるだけ早く
طازج,ar,adjective,/tˤaːzidʒ/,ɶyb,Fresh,新鮮,barril,es,noun,/baril/,ɶyb,barrel,たる
ồn ào,vi,adjective,/oŋ͡m˦˨ aw˦˨/,omɶ,noisy,うるさい,東場,ja,noun,/toɴba/,omɶ,East,東場
hátt,is,adjective,/hauht/,ɶub,loud,うるさい,sauz,es,verb,/sauθ/,ɶub,Sauz,ザーズ
fight,en,verb,/ˈfaɪt/,ɶʏb,fight,喧嘩,raffig,sv,verb,/²r'afːɪg/,ɶʏb,raffish,ラフィッシュ
bardagi,is,verb,/partaijɪ/,ɶɶyʏ,fight,喧嘩,metaphysisch,de,,/ˈmeːtafyzɪʃ/,øɶyʏ,metaphysical,形而上学
pengembaraan,id,verb,/pəŋəmbaraʔan/,əəmɶɶɶm,odyssey,オデッセイ,魚雷発射管,ja,noun,/gjoɾaihaɕːakaɴ/,oɶyɶɶɶm,Torpedo launch pipe,魚雷発射管
تجول,ar,verb,/tadʒawwala/,ɶɶɶɶ,wandering,さまよう,dilataba,es,verb,/dilataβa/,yɶɶɶ,Dilated,拡張
lang thang,vi,verb,/laŋ˧˥ tʰaŋ˧˥/,ɶmɶm,wandering,さまよう,斑斓,zh-cn,noun,/pan˥˥ lan˧˥/,ɶmɶm,gorgeous,素敵
geheiligt,de,verb,/gəˈhaelɪkt/,əɶøʏbb,sacred,神聖,israelisk,sv,adjective,/ɪsra'eːlɪsk/,ʏɶøʏbb,Israeli,イスラエル
överföra,sv,verb,/²'øːvɛrføːr/,øœø,transfer,移行,démettez,fr,noun,/demɛte/,øœø,Dismet,解放
نقل,ar,verb,/naqala/,ɶɶɶ,Transfer,移行,havalea,ro,noun,/havalĕa/,ɶɶɶ,Havalea,havalea
asistir,es,verb,/asistiɾ/,ɶyby,attend,出席,发脾气,zh-cn,noun,/fa˥˥ pʰi˧˥ tɕʰi˧/,ɶyby,loose the temper,激怒
tham dự,vi,verb,/tʰam˧˥ jɯ˨ˀ˩ʔ/,ɶub,attend,出席,armod,sv,noun,/²'arːmuːd/,ɶub,poverty,貧困
närvara,sv,verb,/²n'ɛːrvɑːra/,œɑɶ,attend,出席,inventas,fr,verb,/ɛ̃vɑ̃ta/,œɑɶ,invented,発明
做,zh-cn,verb,/tsuɔ˥˩/,buɔ,Do,行う,flúor,is,noun,/fluːɔr/,buɔ,fluore,蛍光
فعل,ar,verb,/faʕala/,ɶɶɶ,an act,行為,拉呱儿,zh-cn,noun,/la˧˥ kwa˨˩˦ aɻ˧/,ɶɶɶ,Ravioli,ラビオリ
korkad,sv,adjective,/²k'ɔrːkad/,ɔɶb,stupid,バカ,nói trại,vi,noun,/nɔj˩˧ ʈaj˨ˀ˩ʔ/,ɔɶb,camp,キャンプ
غبي,ar,adjective,/ɣabiːa/,ɶyɶ,Stupid,バカ,afficha,fr,verb,/afiʃa/,ɶyɶ,displayed,表示されます
spiritual,ro,adjective,/spirituwal/,byyuɶb,spiritual,スピリチュアル,scribouillard,fr,noun,/skʁibujaʁ/,bbyuɶb,scribouillard,スクリブイヤール
kvick,sv,adjective,/kvɪkː/,bʏb,witty,機知に富んだ,hvurs,is,noun,/kʰvʏr̥s/,bʏb,each,各
cerdas,id,adjective,/tʃərdas/,əɶb,intelligent,知的,năvrap,ro,noun,/nəvrap/,əɶb,Năvrap,nîvrap
harjoitella,fi,verb,/ˈhɑrjoiˌtellɑ/,ɑoyøbɑ,practice,練習,miraculeusement,fr,,/miʁakyløzmɑ̃/,yɶyøbɑ,miraculously,奇跡的に
trainieren,de,verb,/tʁɛˈniːʁən/,bœyəm,work out,いい結果,Yên Viên,vi,noun,/iɛŋ˧˥ jiəŋ˧˥/,yœyəm,Yen Vien,イェン・ウィーン
ósekju,is,adjective,/ouːsɛcʏ/,ouœʏ,seduction,誘惑,zufällig,de,,/ˈt͡suːfɛlɪç/,buœʏ,coincidentally,偶然にも
虚假,zh-cn,adjective,/ɕy˥˥ tɕja˨˩˦/,ybɶ,false,間違い,dịch giả,vi,noun,/jit˨ˀ˩ʔ ja˧˩˨/,ybɶ,translator,翻訳者
spurious,en,adjective,/ˈspɝiəs/,bəyəb,spurious,偽り,bestreitet,de,verb,/bəʃtˈɾəiːtət/,əəyəb,contested,争われた
oäkta,sv,adjective,/²'uːɛkːta/,uœbɶ,illegitimate,非合法,gouvernât,fr,verb,/guvɛʁna/,uœbɶ,governing,統治
unbecoming,en,adjective,/ˌənbiˈkəmɪŋ/,əmyəʏm,unbecoming,心配していない,损益持平,zh-cn,verb,/suən˨˩˦ i˥˩ ʈʂʰɚ˧˥ pʰɪŋ˧˥/,uəyəʏm,Profit or loss,利益または損失
đỏ mặt,vi,verb,/dɔ˧˩˨ măk˨ˀ˩ʔ/,ɔmbb,blush,赤面,jaunts,en,noun,/ˈdʒɔnts/,ɔmbb,jaunts,ジャント
홍당무,ko,verb,/ɸʷo̞ŋda̠ŋmu/,omɶmu,Blush,赤面,tổng doanh thu,vi,noun,/toŋ͡m˧˩˨ jwan˧˥ tʰu˧˥/,omɶmu,total revenue,総収入
blushing,en,verb,/ˈbɫəʃɪŋ/,əʏm,blushing,赤面,适应,zh-cn,verb,/ʂɚ˥˩ ɪŋ˥˩/,əʏm,adapt,適応する
يسخر,ar,verb,/jasxar/,ɶbɶ,Harnesses,ハーネス,kjarna,is,noun,/cʰartna/,ɶbɶ,nucleus,核
속이다,ko,verb,/sʰo̞ɡida̠/,oyɶ,cheat,浮気,borrina,es,verb,/borina/,oyɶ,Borrina,ボリーナ
lừa đảo,vi,verb,/lɯə˦˨ daw˧˩˨/,uəɶ,cheat,浮気,顺差,zh-cn,noun,/ʂuən˥˩ ʈʂʰa˥˥/,uəɶ,surplus,余剰
欺骗,zh-cn,verb,/tɕʰi˥˥ pʰjɛn˥˩/,byœm,cheat,浮気,gniden,sv,verb,/²gn'iːdɛn/,byœm,rub,こする
confundir,es,verb,/komfundiɾ/,omumy,confuse,混乱,論文誌,ja,noun,/ɾoɴbɯɴɕi/,omumy,Artificial magazine,論文誌
nhầm lẫn,vi,verb,/ɲɤ̆m˦˨ lɤ̆ŋ˧˩˨/,omom,mistake,間違い,昏昏,ja,verb,/koɴkoɴ/,omom,Coma,昏昏
konfuzi,eo,verb,/konfuzi/,omuy,to confuse,混乱させるために,concurrir,es,verb,/koŋkuriɾ/,omuy,concur,同意します
الخلط,ar,verb,/aːlxaltˤ/,ɶbɶbb,Confusion,錯乱,đạo đạt,vi,noun,/daw˨ˀ˩ʔ dak˨ˀ˩ʔ/,ɶbɶbb,Dao Dat,Dao Dat
confuse,en,verb,/kənˈfjuz/,əmub,confuse,混乱,dănciuc,ro,noun,/dəntʃ̩uk/,əmub,Dănciuc,dînciuc
embrouiller,fr,verb,/ɑ̃bʁuje/,ɑbuø,confuse,混乱,matkue,fi,noun,/ˈmɑtkue/,ɑbuø,party,パーティ
groaznic,ro,adjective,/ɡrŏaznik/,ɶbyb,terrible,ひどい,abführt,de,verb,/ˈʔapˌfyɾt/,ɶbyb,led,導いた
肮脏,zh-cn,verb,/ɑŋ˥˥ tsɑŋ˥˥/,ɑmbɑm,dirty,汚れた,saamstaan,en,noun,/ˈsɑmˌstɑn/,ɑmbɑm,saamstaan,saamstaan
汚い,ja,adjective,/kitanai/,yɶɶy,dirty,汚い,不寒而栗,zh-cn,verb,/pu˥˩ xan˧˥ aɻ˧˥ li˥˩/,uɶɶy,shudder,震え
走る,ja,verb,/haɕiɾɯ/,ɶyu,Run,走る,아이스,ko,noun,/a̠isʰɯ/,ɶyu,ice,氷
springa,sv,verb,/²spr'ɪŋːa/,bʏɶ,run,走る,glitta,is,noun,/klɪhta/,bʏɶ,glitter,キラキラ
폭탄,ko,verb,/pʰo̞k̚tʰa̠n/,obɶm,bomb,爆弾,Haussmann,fr,noun,/osman/,obɶm,Haussmann,ハウスマン
bombo,eo,verb,/bombo/,omo,bomb,爆弾,동토,ko,noun,/to̞ŋtʰo̞/,omo,Soil,土
minuscule,fr,adjective,/minyskyl/,yybyb,tiny,小さな,ببفتيك,ar,noun,/bibiftiːk/,yybyb,Paftik,Paftik
tiny,en,adjective,/ˈtaɪni/,ɶʏy,tiny,小さな,Heidi,de,noun,/ˈhaɪ̯di/,ɶʏy,Heidi,ハイジ
小さな,ja,adjective,/tɕiisana/,byyɶɶ,small,小さな,prioritata,eo,noun,/prioritata/,yoyɶɶ,Priority,優先順位
bolt,en,verb,/ˈboʊɫt/,oʊb,bolt,ボルト,Rohrbruch,de,noun,/ˈɾoɾbrʊx/,oʊb,Broken pipe,壊れたパイプ
boltinn,is,verb,/pɔl̥tɪn/,ɔbʏm,ball,玉,bowling,sv,noun,/b'ɔvːlɪŋ/,ɔbʏm,bowling,ボウリング
baut,id,verb,/baut/,ɶub,bolt,ボルト,Armut,de,noun,/ˈʔaɾmut/,ɶub,Poverty,貧困
verrouiller,fr,verb,/veʁuje/,øuø,lock,ロック,pierduse,ro,verb,/pjerduse/,øuø,lost,失った
saada,fi,verb,/ˈsɑɑdɑ/,ɑɑɑ,get,得る,casada,en,noun,/kɑˈsɑdɑ/,ɑɑɑ,casada,カサダ
definir,es,verb,/definiɾ/,øyy,define,定義,pétisi,id,noun,/petisi/,øyy,petition,嘆願
tantangan,id,verb,/tantaŋan/,ɶmɶɶm,challenge,チャレンジ,按摩さん,ja,noun,/aɴmasaɴ/,ɶmɶɶm,Mr. Ama,按摩さん
bernapas,id,verb,/bərnapas/,əɶɶb,Breathed,呼吸した,recasâtes,fr,noun,/ʁəkazat/,əɶɶb,recasâtes,Recasâtes
respirar,es,verb,/respiɾaɾ/,øbyɶ,breathe,息,terțiar,ro,adjective,/tertsijar/,øbyɶ,tertiary,三次
respirer,fr,verb,/ʁɛspiʁe/,œbyø,to breathe,呼吸する,testiere,de,verb,/tɛstiːɾe/,œbyø,test,テスト
separar,es,verb,/sepaɾaɾ/,øɶɶ,pull apart,引き離します,hörsammar,sv,verb,/²h'øːʂamːar/,øɶɶ,Hearing,聴覚
diviser,fr,verb,/divize/,yyø,divide,分ける,frisiere,de,adjective,/fɾiˈziːɾe/,yyø,hairdryer,ヘアドライヤー
skipta,is,verb,/scɪfta/,ʏbɶ,part,部,rispa,sv,noun,/²r'ɪsːpa/,ʏbɶ,scratch,スクラッチ
tangibil,ro,adjective,/tandʒibil/,ɶmyyb,tangible,有形,animiert,de,verb,/ˈʔanʔiˈmiːɾt/,ɶmyyb,animated,アニメーション
ملموس,ar,adjective,/malmuːs/,ɶbub,tangible,有形,barbouzes,fr,noun,/baʁbuz/,ɶbub,barbouzes,バルバズ
konkreettinen,fi,adjective,/ˈkonkreetˌtinen/,omøøbyøm,concrete,コンクリート,ポリアセチレン,ja,noun,/poɾiasetɕiɾeɴ/,oyɶøbyøm,Polycetylene,ポリアセチレン
hữu hình,vi,adjective,/hɯw˧˩˨ hin˦˨/,uym,material,素材,murim,ro,verb,/murim/,uym,die,死ぬ
有形,ja,verb,/jɯɯkei/,uuøy,tangible,有形,suuvesi,fi,verb,/ˈsuuvesi/,uuøy,mouthwash,マウスウォッシュ
要求,zh-cn,verb,/jɑʊ˥˥ tɕʰjoʊ˧˥/,ɑʊboʊ,Require,必要とする,kosco,en,noun,/ˈkoʊskoʊ/,oʊboʊ,kosco,コスコ
말하다,ko,verb,/ma̠ɾɦa̠da̠/,ɶɶɶ,say,いう,Kanada,de,noun,/ˈkanada/,ɶɶɶ,Canada,カナダ
ziehen,de,verb,/ˈtsiːən/,byəm,draw,描く,基本,zh-cn,adjective,/tɕi˥˥ pən˨˩˦/,byəm,Basic,基本
menarik,id,verb,/mənariʔ/,əɶyb,interesting,面白い,năzatic,ro,adjective,/nəzatik/,əɶyb,nasty,汚い
urhea,fi,adjective,/ˈurheɑ/,uøɑ,brave,勇敢,sous-payât,fr,adjective,/supejɑ/,uøɑ,sub-scan,サブスキャン
شجاع,ar,adjective,/ʃudʒaːʕ/,uɶb,brave,勇敢,cușac,ro,noun,/kuʃak/,uɶb,Cușac,cușac
modig,sv,adjective,/²m'uːdɪg/,uʏb,brave,勇敢,þrútið,is,verb,/θruːtɪð/,uʏb,swell,うねり
勇敢,ja,adjective,/jɯɯkaɴ/,uuɶm,Bravery,勇敢,투수판,ko,verb,/tʰusʰupʰa̠n/,uuɶm,mound,マウンド
hugrakkur,is,adjective,/hʏɣrahkʏr/,ʏɶʏ,brave,勇敢,心爱,zh-cn,verb,/ɕɪn˥˥ aɪ˥˩/,ʏɶʏ,beloved,愛されし者
مختل,ar,verb,/muxtall/,ubɶbb,Disturbed,邪魔された,phức tạp,vi,noun,/fɯk˦˥ tap˨ˀ˩ʔ/,ubɶbb,complex,繁雑
不安,zh-cn,verb,/pu˥˩ an˥˥/,uɶm,disturbed,邪魔された,musang,id,noun,/musaŋ/,uɶm,Weasel,イタチ
rista,is,verb,/rɪsta/,ʏbɶ,engrave,彫刻します,hylsa,sv,verb,/²h'ʏlːsa/,ʏbɶ,socket,ソケット
نحت,ar,verb,/naħata/,ɶɶɶ,Sculpture,彫刻,vacara,es,verb,/bakaɾa/,ɶɶɶ,vacu,真空
mengukir,id,verb,/məŋukir/,əuy,carve,カーブ,vertucci,en,noun,/vɝˈtutʃi/,əuy,vertucci,Vertucci
rista,sv,verb,/²r'ɪsːta/,ʏbɶ,carve,カーブ,liðnar,is,adjective,/lɪðnar/,ʏbɶ,past,過去
