word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme,match_ipa_rhyme
أمل,ar,hopefull,希望に満ちています,/ʔamala/,ɶɶɶ,ɶɶ
lencana,id,badge,バッジ,/ləntʃana/,əmbɶɶ,ɶɶ
كشكش,ar,ruffle,フリル,/kaʃkaʃa/,ɶɶɶ,ɶɶ
trabajar,es,to work,働くために,/tɾaβaxaɾ/,bɶɶɶ,ɶɶ
غسل,ar,wash,洗う,/ɣasala/,ɶɶɶ,ɶɶ
descargar,es,to download,ダウンロードする,/deskaɾɣaɾ/,øbɶɶ,ɶɶ
토하다,ko,vomit,吐瀉物,/tʰo̞ɦa̠da̠/,boɶɶ,ɶɶ
dijaga,id,guarded,ガード付き,/didʒaga/,ybɶɶ,ɶɶ
كشف,ar,a statement,声明,/kaʃafa/,ɶɶɶ,ɶɶ
separar,es,pull apart,引き離します,/sepaɾaɾ/,øɶɶ,ɶɶ
سحب,ar,Withdrawal,撤退,/saħaba/,ɶɶɶ,ɶɶ
قصف,ar,Bombing,爆撃,/qasˤafa/,ɶbɶɶ,ɶɶ
墙旮旯,zh-cn,Wall,壁,/tɕʰjɑŋ˧˥ ka˥˥ la˧˥/,bbɑmɶɶ,ɶɶ
samsara,ro,middleman,仲介者,/samsara/,ɶmɶɶ,ɶɶ
dégrafa,fr,degreen,degreen,/degʁafa/,øbɶɶ,ɶɶ
ヒガラ,ja,Higara,ヒガラ,/çigaɾa/,yɶɶ,ɶɶ
borðaðar,is,eat,食べる,/pɔrðaðar/,ɔɶɶ,ɶɶ
vopnaða,is,armed,武装,/vɔhpnaða/,ɔbɶɶ,ɶɶ
طهر,ar,Disinfect,消毒,/tˤahara/,bɶɶɶ,ɶɶ
白茅,ja,White kaya,白茅,/tɕigaja/,byɶɶ,ɶɶ
xương bả vai,vi,shoulderblade,肩甲骨,/sɯəŋ˧˥ ba˧˩˨ jaj˧˥/,uəmɶɶ,ɶɶ
打哈哈,zh-cn,make fun of,からかう,/ta˨˩˦ xa˥˥ xa˧/,ɶɶɶ,ɶɶ
carcasa,es,Case,場合,/kaɾkasa/,ɶɶɶ,ɶɶ
kaupanna,is,purchasing,購入,/kʰœiːpana/,bœyɶɶ,ɶɶ
じゃんじゃか,/dʑaɴdʑaka/,Janjaka,じゃんじゃか,bɶmbɶɶ,ja,ɶɶ
teljara,/tʰɛljara/,deceive,欺く,bœbɶɶ,is,ɶɶ
태어나다,ko,bear,くま,/tʰɛ̝ʌ̹na̠da̠/,bœɔɶɶ,ɶɶ
déglaçage,fr,deglacing,デグレース,/deglasaʒ/,øbɶɶ,ɶɶ
대우하다,ko,Treat,扱う,/tɛ̝uɦa̠da̠/,œuɶɶ,ɶɶ
ừ ừ ào ào,vi,"Yeah, rushing",ええ、急いで,/ɯ˦˨ ɯ˦˨ aw˦˨ aw˦˨/,uuɶɶ,ɶɶ
gymkhanas,fr,gymkhanas,ジムカナ,/ʒimkana/,ymɶɶ,ɶɶ
퇴임하다,ko,Retire,引退,/tʰø̞imɦa̠da̠/,bøymɶɶ,ɶɶ
ối chà chà,vi,"Oh, rub",ああ、こすります,/oj˩˧ ca˦˨ ca˦˨/,oɶɶ,ɶɶ
encanaille,fr,slicing,スライス,/ɑ̃kanaj/,ɑɶɶ,ɶɶ
mukanya,id,face,顔,/mukaɲa/,uɶɶ,ɶɶ
arpacaș,ro,pearl barley,パール大麦,/arpakaʃ/,ɶɶɶ,ɶɶ
databa,es,Databa,データバ,/dataβa/,ɶɶɶ,ɶɶ
rempaillages,fr,upset,動揺,/ʁɑ̃pajaʒ/,ɑɶɶ,ɶɶ
とあらば,ja,And,とあらば,/toaɾaba/,oɶɶɶ,ɶɶ
slátrara,is,butcher,肉屋,/stlauːtrara/,bbɶubɶɶ,ɶɶ
thông hai lá,vi,double -leafed,ダブルリーフ,/tʰoŋ͡m˧˥ haj˧˥ la˩˧/,bommɶɶ,ɶɶ
やったら,ja,After doing,やったら,/jatːaɾa/,ɶbɶɶ,ɶɶ
癞蛤蟆,zh-cn,Clam,アサリ,/laɪ˥˩ xa˧˥ ma˧/,ɶʏɶɶ,ɶɶ
échappât,fr,escaped,逃げた,/eʃapa/,øɶɶ,ɶɶ
grenata,eo,Garnata,ガルナタ,/grenata/,bøɶɶ,ɶɶ
그나마,ko,Donate,寄付,/kɯna̠ma̠/,uɶɶ,ɶɶ
mencarah,id,scoring,得点,/məntʃarah/,əmbɶɶ,ɶɶ
stressaðar,is,stressed,ストレス,/strɛsaðar/,bbœɶɶ,ɶɶ
御釈迦,ja,Buddha,御釈迦,/oɕaka/,oɶɶ,ɶɶ
