,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_adjective,next_word_index_noun
32,raven,en,noun,/ˈɹeɪvən/,øʏən,raven,2012,2672:3079,0:36:187:403:451:475:571:803:964:1013:1580:1806:1868:3089
33,カラス,ja,noun,/kaɾasɯ/,ɶɶu,Crow,1869,2166,2159:2212:2304:2337:2466:2629
34,掠夺,zh-cn,noun,/lɥœ˥˩ tuɔ˧˥/,œuɔ,plunder,,,1870
35,아래쪽,ko,noun,/a̠ɾɛ̝t͡ɕ͈o̞k̚/,ɶœo,Bottom,,,1871
36,dürfen,de,noun,/ˈdʏrfən/,ʏən,allowed to,649:1569:2012,,32:369:715:830:964:1018:1097:1429:1764:1835:1872:2561:3089:3231
37,downs,en,noun,/ˈdaʊnz/,ɶʊn,downs,,,251:1615:1873
38,松树,zh-cn,noun,/sʊŋ˥˥ ʂu˥˩/,ʊnu,pine,,,1874:2149
39,퇴색하다,ko,noun,/tʰø̞sʰɛ̝kʰa̠da̠/,øœɶɶ,Fade,,,1875
40,皮肉,ja,noun,/çinikɯ/,ynyu,Ironic,,,100:511:1876:2312:2670:2730
41,纵向,zh-cn,verb,/tsʊŋ˥˩ ɕjɑŋ˥˩/,ʊnɒn,Portrait,,,977:1839:1877:2497:2792
42,阁楼,zh-cn,adjective,/kɤ˧˥ loʊ˧˥/,ooʊ,attic,,,1878
43,屋根裏,ja,adjective,/janeɯɾa/,ɶnøuɶ,attic,,,1879:3063
44,Dachboden,de,adjective,/ˈdaxˌboːdən/,ɶoən,Loft,,,1849:1961
45,eilig,de,adjective,/ˈʔaɪ̯lɪç/,ɶʏʏ,hurried,1880,,753
46,虔诚,zh-cn,adjective,/tɕʰjɛn˧˥ ʈʂʰɤŋ˧˥/,œnon,Sincere,,585:2046,696:1140:1665:1881:2097:2151:2381:2634:2645
47,malforta,eo,adjective,/malforta/,nɶoɶ,weak,2045,2098,1882
48,서두르다,ko,noun,/sʰʌ̹duɾɯda̠/,ɔuuɶ,hurry,,2002,175:985:1883:2688:2840
49,脇腹,ja,noun,/ɰᵝakibaɾa/,ɶyɶɶ,flank,1679:2798:2853,2647,157:1071:1152:1169:1244:1861:1884:1985:2092:2808:3156
50,没我的,ja,noun,/botsɯgateki/,ouɶøy,Selfish,,,1050:1812:1885:1980:2504:2733:3235
51,교련,ko,noun,/kjoɾjʌ̹n/,oɔn,drilling,,,1886:3082
52,memilih,id,noun,/məmilih/,nənyy,choose,,586:1448,1207:1389:1887:2180:2380:2450:2832:2962:3043
53,elekti,eo,noun,/elekti/,øøy,choose,,,1888:2181
54,wählen,de,noun,/ˈvɛːlən/,œən,choose,,,1291:1836:1842:2074:2329:2346
55,palmo,eo,noun,/palmo/,ɶno,Palm,,1272:3211,215:419:500:702:717:780:781:1889:2040:2183:2234:2235:2484:2496:2543:3007
56,medio,eo,,/medio/,nøyo,Environment,2443,1890,1808:2698:3232
57,의약품,ko,,/ɰija̠k̚pʰum/,yɶun,medicine,1515,,412:1264:1817:1891:2228:2392:2728:2867:3143:3205
58,첨탑,ko,noun,/t͡ɕʰʌ̹mtʰa̠p̚/,ɔnɶ,spire,,1953,1892
59,冥王星,zh-cn,noun,/mɪŋ˧˥ wɑŋ˧˥ ɕɪŋ˥˥/,nʏnɒnʏn,Pluto,1893:2442:3016,,915:1621:1864:2114:2661
60,Plutono,eo,noun,/plutono/,uono,Pluto,3153,,155:189:549:570:990:1894:1983:2010:2015:2369:2694
61,명왕성,ko,noun,/mjʌ̹ŋwa̠ŋsʰʌ̹ŋ/,nɔnɶnɔn,Pluto,1930,,116:1340:1895:1947:2013:2029:3169
62,冥王星,ja,noun,/meioɯsei/,nøyouøy,Pluto,1896:1993,,950:1132:2136:2165:2182:2663:2783:2958
63,Schreibtische,de,noun,/ˈʃɾaeptɪʃə/,ɶøʏə,Desks,1669,,466:1606:1897
64,デスク,ja,noun,/desɯkɯ/,øuu,desk,,,1898:2218:2528
65,书桌,zh-cn,noun,/ʂu˥˥ ʈʂuɔ˥˥/,uuɔ,desk,,,1899
66,책상,ko,noun,/t͡ɕʰɛ̝ks͈a̠ŋ/,œɶn,desk,,,1577:1900:2512
67,융합,ko,noun,/juŋɦa̠p̚/,unɶ,fusion,2955,,496:693:962:1163:1380:1381:1901:2003:2250:2477:2671:2693:2908:2954
68,analysieren,de,noun,/ˈʔanʔɑlyˈziːɾen/,ɶnɒyyøn,analyze,,1833:3024,645:667:1420:1661:1902:2014:2452:2493:3149:3247
69,늑대,ko,noun,/nɯk̚t͈ɛ̝/,nuœ,A wolf,,,1903:2050
70,ウォルフ,ja,noun,/ɯoɾɯɸɯ/,uouu,Wolf,,2001,1904:2018:2049:3226:3238
71,Summe,de,noun,/ˈzʊmmə/,ʊnnə,total,,,1905
72,수미,ko,noun,/sʰumi/,uny,Sumi,,2021,195:1376:1625:1906:2383:2830:2923:2951:3125
73,夏天,zh-cn,noun,/ɕja˥˩ tʰjɛn˥˥/,ɶœn,summer,,,733:1907:3234
74,summa,en,noun,/ˈsumə/,unə,summa,,,1908
75,sangat,id,,/saŋat/,ɶnɶ,very,2570,2520:2548,292:308:383:423:658:677:699:748:815:910:1121:1195:1295:1491:1508:1662:1663:1828:1909:1940:2009:2119:2461:2482:2541:2636:2825:3017:3121:3150
76,deinen,de,noun,/ˈdaɪ̯nən/,ɶʏnən,yours,1910:2285:2364:3187,2265:2277,456:581:767:926:1019:1279:1747:1838:1967:2160:2216:2287:2376:2397:2474:2773:2820:2876:3018
77,thine,en,noun,/ˈðaɪn/,ɶʏn,thine,1911,,120:1135:1164:1276:1982:3090
78,자연,ko,noun,/t͡ɕa̠jʌ̹n/,ɶɔn,nature,,,1852:1912
79,glotzen,de,noun,/ˈglɔtsən/,ɔən,slip,,,397:1913:3038:3148
80,졸음,ko,noun,/t͡ɕo̞ɾɯm/,oun,drowsiness,,2710,1914:2017:2073:2086:2460:2534:3191
81,拳闘,ja,noun,/keɴtoɯ/,ønou,Fist,,,1223:1339:1840:1915:1919:2034:2071:2353:2839:2921
82,전단,ko,noun,/t͡ɕʌ̹nda̠n/,ɔnɶn,shear,1916:2048:3008,431,221:224:445:465:532:621:746:794:1141:1168:1215:1233:1353:1419:1471:1474:1485:1505:1524:1565:1626:1646:1677:1723:1781:1804:1851:2076:2254:2263:2294:2409:2440:2524:2775:2934:3076:3139:3157:3229
83,曲がり,ja,noun,/magaɾi/,nɶɶy,Bend,,,740:1397:1917:2120:2513:2736:2892:2944:2967
84,弯曲,zh-cn,noun,/wan˥˥ tɕʰy˥˥/,ɶny,bending,652,2667,90:300:579:721:793:956:973:1066:1072:1117:1211:1312:1375:1800:1918:1923:2118:2130:2374:2552:2745:2950
85,곡선,ko,noun,/ko̞ks͈ʌ̹n/,oɔn,curve,,,1886:3082
86,環礁,ja,noun,/kaɴɕoɯ/,ɶnou,Atoll,,,1223:1339:1840:1915:1919:2034:2071:2353:2839:2921
87,nosed,en,verb,/ˈnoʊzd/,noʊ,nosed,491,2305:3130,674:994:1020:1920:2088:2103
88,nazo,eo,verb,/nazo/,nɶo,nose,,,328:663:1589:1921:1927:2156:2448:3097:3128
89,콧물,ko,verb,/kʰo̞nmuɭ/,onnu,snot,,,1922:2033:2862:3129
90,얼간이,ko,noun,/ʌ̹ɭɡa̠ni/,ɔɶny,jerk,652,2667,84:291:579:793:956:973:1066:1072:1117:1312:1697:1918:1923:2118:2130:2374:2437:2552:2744:2745:2950
91,吐き出す,ja,noun,/hakidasɯ/,ɶyɶu,Exhale,1584,,263:1431:1924:2091:2544:3093:3094
92,소작지,ko,noun,/sʰo̞d͡ʑa̠k̚t͡ɕ͈i/,oɶy,croft,2595,,204:1925
93,宠物,zh-cn,noun,/ʈʂʰʊŋ˨˩˦ u˥˩/,ʊnu,pet,,,1874:2149
94,말투,ko,noun,/ma̠ɭtʰu/,nɶu,speech,1308,2906:3168,374:463:560:714:747:814:848:867:965:969:979:1319:1461:1503:1547:1926:2359:2416:2494:2569:2603:2676:3029
95,Malto,eo,noun,/malto/,nɶo,Malta,,,328:663:1589:1921:1927:2156:2448:3097:3128
96,多云,zh-cn,adjective,/tuɔ˥˥ yn˧˥/,uɔyn,partly cloudy,,,205:521:1928:2031:2479
97,unheimlich,de,noun,/ʊnˈhaɪmlɪç/,ʊnɶʏnʏ,creepy,,1929,2244
98,동전,ko,noun,/to̞ŋd͡ʑʌ̹n/,onɔn,coin,1930,,116:1340:1895:1947:2013:2029:3169
99,wally,en,,/ˈweɪɫi/,øʏy,wally,1694,3204,193:805:1403:1754:1931:2019:2428
100,menipu,id,noun,/mənipu/,nənyu,Deep down,,1044,40:511:710:960:1876:1932:2312:2670:2730
101,间谍,zh-cn,noun,/tɕjɛn˥˩ tjɛ˧˥/,œnœ,spy,,1933,743:2516
102,kuning,id,noun,/kuniŋ/,unyn,yellow,1975,1051:2246,146:320:891:923:971:1094:1275:1587:1776:1934:2150:2252:2621:2644:2679:2749:3027:3095:3194
103,yellow,en,noun,/ˈjɛɫoʊ/,œoʊ,yellow,,,200:1935
104,노랑,ko,noun,/no̞ɾa̠ŋ/,noɶn,yellow,1936,1942,29:111:282:823:1783:1791:1976:2110:2542:2576:2805:3183:3219:3222
105,ボルト,ja,noun,/boɾɯto/,ouo,bolt,,,1937:2387:2791:2809:3026
106,Bolzen,de,noun,/ˈbɔltsən/,ɔən,bolt,,,397:1913:3038:3148
107,Gestein,de,noun,/gəˈʃtəɪn/,əəʏn,rock,1938,,
108,遅刻,ja,noun,/tɕikokɯ/,you,Late,,,680:1939:2463:2723:2803:2829:2849:2901
109,terlambat,id,noun,/tərlambat/,əɶnɶ,late,2570,2520:2548,292:308:383:423:658:677:699:748:815:910:1121:1195:1295:1491:1508:1662:1663:1828:1909:1940:2009:2119:2461:2482:2541:2636:2825:3017:3121:3150
110,メス,ja,noun,/mesɯ/,nøu,Falsity,2089,,1941
111,Sonnenaufgang,de,noun,/ˈzɔnnenaofgaŋ/,ɔnnønɶoɶn,sunrise,147:1936,1942,29:104:282:777:823:1159:1727:1774:1783:1791:1865:2110:2542:2576:2805:3183:3219:3222
112,해돋이,ko,noun,/hɛ̝do̞d͡ʑi/,œoy,Sunrise,,,1943
113,sunup,en,noun,/ˈsənəp/,ənə,sunup,2567,,1944:2790
114,bones,en,noun,/ˈboʊnz/,oʊn,bones,,,1945:2127:2144
115,骨格,ja,noun,/kokːakɯ/,oɶu,Skeleton,,,1946:2571:3054
116,Knochen,de,noun,/ˈknɔχn/,nɔn,bone,,,61:98:203:339:946:1086:1222:1340:1363:1636:1704:1743:1777:1802:1895:1947:2013:2029
117,samaran,id,noun,/samaran/,ɶnɶɶn,Squeak,1854:2424:3217,2390,254:407:752:1206:1263:1298:1703:1780:1857:1948:1963:2055:2082:2152:2163:2224:2278:2292:2391:2522:2608:2638:2721:2725:2760:2761:2831:2993:3160
118,belukar,id,noun,/bəlukar/,əuɶ,Betrol,2116,,1949:2527
119,茂み,ja,noun,/ɕigemi/,yøny,Bushes,,,1856:1950:2202:2732:3233
120,Hain,de,noun,/haɪ̯n/,ɶʏn,grove,1911,,77:154:537:932:1101:1133:1164:1208:1393:1581:1653:2874:3090
121,树林,zh-cn,noun,/ʂu˥˩ lɪn˧˥/,uʏn,forest,,,1951:3124
122,mosey,en,noun,/ˈmoʊzi/,noʊy,mosey,,,1088:1952:3213
123,양성자,ko,noun,/ja̠ŋsʰʌ̹ŋd͡ʑa̠/,ɶnɔnɶ,proton,,1953,1892
124,スラグ,ja,noun,/sɯɾagɯ/,uɶu,Slag,2070,2778,1954:2066:2281:2325:2480
125,毛毡,zh-cn,noun,/mɑʊ˧˥ ʈʂan˥˥/,nɒʊɶn,Felt,,,1955:2538
126,フェルト,ja,noun,/ɸɯeɾɯto/,uøuo,felt,,,1956:3137
127,Felsen,de,noun,/ˈfɛlzən/,œən,rock,,,1291:1836:1842:2074:2329:2346
128,merasa,id,noun,/mərasa/,nəɶɶ,feel,,2458,1957:2691
129,バラッド,ja,noun,/baɾadːo/,ɶɶo,Ballad,,,631:1042:1958:2419
130,정제,ko,noun,/t͡ɕʌ̹ŋd͡ʑe̞/,ɔnø,refine,,,1959
131,码头,zh-cn,noun,/ma˨˩˦ tʰoʊ˧/,nɶoʊ,pier,,,1960
132,auftauchen,de,noun,/ˈʔaofˌtaoxən/,ɶoɶoən,Pop up,,,1849:1961
133,有罪,zh-cn,noun,/joʊ˨˩˦ tsweɪ˥˩/,oʊøʏ,guilty,,1962,
134,kesalahan,id,noun,/kəsalahan/,əɶɶɶn,error,1854:2424:3217,2390,254:407:752:1206:1263:1298:1703:1780:1857:1948:1963:2055:2082:2152:2163:2224:2278:2292:2391:2522:2608:2638:2721:2725:2760:2761:2831:2993:3160
135,罪科,ja,noun,/zaika/,ɶyɶ,guilt,2827,1964:3036,179:400:856:1201:1619:2005:2220:2582:2596:3122
136,フレーク,ja,noun,/ɸɯɾeːkɯ/,uøu,flake,,,1965:2177:2521:2793:2852
137,우스운,ko,noun,/usʰɯun/,uuun,laughable,1966:2781,,1130
138,Dichtungen,de,noun,/ˈdɪçtʊŋən/,ʏʊnən,Seals,1910:2285:2364:3187,2265:2277,456:581:767:926:1019:1279:1747:1838:1967:2160:2216:2287:2376:2397:2474:2773:2820:2876:3018
139,개성,ko,noun,/kɛ̝sʰʌ̹ŋ/,œɔn,Individuality,,1968:2355,
140,moria,en,noun,/ˈmɔɹiə/,nɔyə,moria,1969,,
141,kekacauan,id,noun,/kəkatʃauan/,əɶɶuɶn,chaos,,379:2096:2367:2686:3042:3070,385:1278:1358:1521:1970:2016:2199:2204:2239:2270:2318:2817:2850:2909:2912:2918:3066
142,소유자,ko,adjective,/sʰo̞jud͡ʑa̠/,ouɶ,owner,,,1562:1971:2430:3073
143,toran,en,noun,/tɔˈɹɑn/,ɔɒn,toran,2931,,578:1972
144,食糧,ja,noun,/ɕokɯɾjoɯ/,ouou,Food,2169,1978,1973:2258:2282:2539:3088
145,speisen,de,noun,/ˈʃpaezən/,ɶøən,Food,2438,,1974:2085:2135:2170:2518:2537
146,永眠,ja,noun,/eimiɴ/,øynyn,Persistence,1975,1051:2246,102:320:436:444:891:919:1078:1094:1275:1587:1776:1934:2252:2621:2644:2679:2749:3027:3095:3194
147,포장,ko,verb,/pʰo̞d͡ʑa̠ŋ/,oɶn,Packing,1936,1942,29:111:282:823:1783:1791:1976:2110:2542:2576:2805:3183:3219:3222
148,봉사,ko,noun,/po̞ŋsʰa̠/,onɶ,volunteer,,2267,720:1062:1746:1977:2311:2498:2701:3138:3197
149,部族,ja,noun,/bɯzokɯ/,uou,tribe,2169,1978,1973:2258:2282:2539:3088
150,座位,zh-cn,noun,/tsuɔ˥˩ weɪ˥˩/,uɔøʏ,seat,1979,,382:1416:3196
151,座席,ja,noun,/zaseki/,ɶøy,seat,,,1050:1812:1885:1980:2504:2733:3235
152,법정,ko,noun,/pʌ̹p̚t͡ɕ͈ʌ̹ŋ/,ɔɔn,court,,,1981:2550
153,Letten,de,noun,/ˈlkɛtən/,œən,Lett up,,,1291:1836:1842:2074:2329:2346
154,zines,en,noun,/ˈzaɪnz/,ɶʏn,zines,1911,,120:1135:1164:1276:1982:3090
155,골목,ko,noun,/ko̞ɭmo̞k̚/,ono,alley,3153,,60:185:549:990:1667:1894:1983:2010:2015:2369:2694
156,胡同,zh-cn,noun,/xu˧˥ tʰʊŋ˥˩/,uʊn,alley,1984,,
157,biara,id,noun,/biara/,yɶɶ,monastery,1679:2798:2853,2647,25:49:264:928:1152:1244:1884:1985:2092:2808:3158
158,修道院,zh-cn,noun,/ɕjoʊ˥˥ tɑʊ˥˩ ɥœn˥˩/,oʊɒʊœn,monastery,2225,,1986:2514
159,Abtei,de,noun,/apˈtaɪ̯/,ɶɶʏ,abbey,,,1987
160,修道院,ja,noun,/ɕɯɯdoɯiɴ/,uuouyn,Monastery,2343:3225,,563:707:724:966:1738:1789:1797:1988:2362:2502:2554:2673:2714
161,アレート,ja,noun,/aɾeːto/,ɶøo,Aletuate,,,1652:1989:3145
162,ideal,en,noun,/aɪˈdiɫ/,ɶʏy,ideal,,,1990:2447
163,이상,ko,noun,/isʰa̠ŋ/,yɶn,More than,507:3013,1450:2036:2084:2309:2726,211:256:367:416:594:769:955:1036:1058:1098:1228:1359:1484:1601:1991:2386:2536:2758:2843:2996:3081:3106
164,Ideal,de,noun,/ʔiˈdəal/,yəɶ,ideal,,,1992
165,理想的,ja,noun,/ɾisoɯteki/,youøy,Ideal,1896:1993,,950:1132:2136:2165:2182:2663:2783:2958
166,menegur,id,noun,/mənəgur/,nənəu,rebuke,,,1994
167,schelten,de,noun,/ˈʃɛltən/,œən,shade,,,1291:1836:1842:2074:2329:2346
168,꾸짖다,ko,noun,/k͈ud͡ʑit̚t͈a̠/,uyɶ,scold,,2370:3178:3202,572:1004:1689:1752:1995:2510:2704:3162
169,潮吹き,ja,noun,/ɕioɸɯki/,youy,Squirting,2700:2891,2627,899:1996:2310:2490
170,スペード,ja,noun,/sɯpeːdo/,uøo,spade,,,1997:2125:2469:2794:2968
171,fosilo,eo,noun,/fosilo/,oyo,Spade,2556,,1998:2123:2468:2755:3103
172,Spaten,de,noun,/ˈʃpaːtən/,ɶən,spade,2804:2870,2117,1999:2124:2323:2470:3239
173,内部,zh-cn,adjective,/neɪ˥˩ pu˥˩/,nøʏu,internal,2000,,3037:3061
174,嘔吐物,ja,noun,/oɯtobɯtsɯ/,ououu,Vomit,,2001,1904:2018:2049:3226:3238
175,宗派,ja,noun,/ɕɯɯha/,uuɶ,Sect,,2002,48:1224:1883:2688:2840
176,Sekten,de,noun,/ˈzɛktən/,œən,Sects,,,1291:1836:1842:2074:2329:2346
177,분파,ko,noun,/punpʰa̠/,unɶ,sect,2955,,496:693:962:1163:1380:1381:1901:2003:2250:2477:2671:2693:2908:2954
178,巡回,ja,noun,/dʑɯɴkai/,unɶy,Patrol,,,396:635:862:912:1217:1318:1462:1490:1535:1731:1778:1850:2004:2137:2162:2214:2422:2835:2905:3002:3020:3080
179,rahasia,id,noun,/rahasia/,ɶɶyɶ,secret,2827,1964:3036,135:400:609:837:1619:2005:2582:2596:3122
180,whiny,en,noun,/ˈhwaɪni/,ɶʏny,whiny,875,2006:2978,911:1093:2007:2245:2605
181,dimly,en,noun,/ˈdɪmɫi/,ʏny,dimly,875,2006:2978,911:1093:2007:2245:2605
182,薄暗い,ja,noun,/ɯsɯgɯɾai/,uuuɶy,dim,,2738:3188,737:1059:2008:2280:2517:2639:2873
183,광광,ko,noun,/kwa̠ŋɡwa̠ŋ/,ɶnɶn,Light,1916:2048:3008,431,221:224:445:465:532:621:746:794:1141:1168:1215:1233:1353:1419:1471:1474:1485:1505:1524:1565:1626:1646:1677:1723:1781:1804:1851:2076:2254:2263:2294:2409:2440:2524:2775:2934:3076:3139:3157:3229
184,celana,id,noun,/tʃəlana/,əɶnɶ,pants,2570,2520:2548,292:308:383:423:658:677:699:748:815:910:1121:1195:1295:1491:1508:1662:1663:1828:1909:1940:2009:2119:2461:2482:2541:2636:2825:3017:3121:3150
185,pantalono,eo,noun,/pantalono/,ɶnɶono,Pants,3153,,155:189:549:570:990:1894:1983:2010:2015:2369:2694
186,群衆,ja,noun,/gɯɴɕɯ/,unu,crowd,,2503,8:566:691:725:851:1073:1820:2011:2476:2593
187,Kulissen,de,noun,/ˈkuːlɪszən/,uʏən,Scene,649:1569:2012,,32:369:715:830:964:1018:1097:1429:1764:1835:1872:2561:3089:3231
188,synchronisieren,de,noun,/zʏntsɾonɪsiːɾen/,ʏnonʏyøn,synchronize,,1833:3024,645:667:1420:1661:1902:2014:2452:2493:3149:3247
189,동조,ko,noun,/to̞ŋd͡ʑo̞/,ono,tuning,3153,,60:185:549:990:1667:1894:1983:2010:2015:2369:2694
190,hembusan,id,noun,/həmbusan/,ənuɶn,Gususan,,379:2096:2367:2686:3042:3070,385:1278:1358:1521:1970:2016:2199:2204:2239:2270:2318:2817:2850:2909:2912:2918:3066
191,돌풍,ko,noun,/to̞ɭpʰuŋ/,oun,squall,,2710,1914:2017:2073:2086:2460:2534:3191
192,突風,ja,noun,/topːɯɯ/,ouu,Glow,,2001,1904:2018:2049:3226:3238
193,无能为力,zh-cn,noun,/u˧˥ nɤŋ˧˥ weɪ˧˥ li˥˩/,unonøʏy,Powerless,,1449:3204,99:640:1007:1465:2019:2428:2563
194,inept,en,noun,/ˌɪˈnɛpt/,ʏnœ,inept,,,515:1178:2020:2316:2816
195,同様に,ja,noun,/doɯjoɯni/,ououny,Similarly,,2021,72:590:1205:1343:1376:1906:2383:2830:2923:3125:3179
196,ungeschickt,de,noun,/ʔʊngəˈʃɪkt/,ʊnəʏ,awkward,,2022,
197,喜んで,ja,noun,/joɾokoɴde/,ooonø,Pleasure,,,678:2023:2462:2768:2796:3185
198,기쁨,ko,noun,/kip͈ɯm/,yun,pleasure,2929,2573,2024:2818
199,tendeno,eo,noun,/tendeno/,ønøno,tendon,3056,2622:2975,530:892:1412:2025:3114:3244
200,噱头,zh-cn,noun,/ɕɥœ˧˥ tʰoʊ˧/,œoʊ,Tumble,,,103:951:1110:1639:1772:2026
201,香ばしい,ja,noun,/koɯbaɕii/,ouɶyy,sweet,2027,2233,2642:2916
202,熱狂,ja,noun,/nekːjoɯ/,nøou,Enthusiasm,,,2028
203,조심성,ko,noun,/t͡ɕo̞ɕʰimsʰʌ̹ŋ/,oynɔn,Careful,1930,,116:1340:1895:1947:2013:2029:3169
204,オカピ,ja,noun,/okapi/,oɶy,Ocha,,,92:855:1925:2030
205,서핑,ko,noun,/sʰʌ̹pʰiŋ/,ɔyn,surfing,,96,2031:2322:2479
206,サーフィン,ja,noun,/saːɸiɴ/,ɶyn,surfing,3051,2911,428:1129:1289:1410:1533:1693:2032:2780:2887
207,冲浪,zh-cn,noun,/ʈʂʰʊŋ˥˥ lɑŋ˥˩/,ʊnɒn,surf,,,977:1839:1877:2497:2792
208,콧물,ko,noun,/kʰo̞nmuɭ/,onnu,snot,,,1922:2033:2862:3129
209,悪名,ja,noun,/akɯmjoɯ/,ɶunou,Infanny,,,1223:1339:1840:1915:1919:2034:2071:2353:2839:2921
210,外,zh-cn,noun,/uaɪ˥˩/,uɶʏ,outer,,,1853:2035:2619
211,Grobian,de,noun,/gɾobian/,oyɶn,ruffian,507:3013,1450:2036:2084:2309,163:256:416:594:769:808:955:1036:1058:1098:1100:1228:1359:1484:1601:1785:1991:2231:2519:2536:2758:2996:3081:3106
212,监狱,zh-cn,noun,/tɕjɛn˥˥ y˥˩/,œny,prison,2356,,12:378:996:1364:1468:1810:1848:2037:2184:2941:3006
213,Gefängnisse,de,noun,/ɡəˈfɛŋnɪsə/,əœnnʏə,Prisons,,,1356:2038:2425
214,penjara,id,noun,/pəndʒara/,ənɶɶ,jail,229,2039:2703,226:395:518:762:931:1002:1310:1477:1742:2054:2057:2126:2185:2213:2319:2333:2357:2529:2649:2896:2898:2932:3010:3193
215,감옥,ko,noun,/ka̠mo̞k̚/,ɶno,prison,,3211,55:414:419:421:717:780:781:1470:1766:1889:2040:2183:2234:2235:2358:2484:2496:3007
216,刑務所,ja,noun,/keimɯɕo/,øynuo,prison,,2041,1349:2334:2555:2677
