,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_adjective,next_word_index_noun
69,늑대,ko,noun,/nɯk̚t͈ɛ̝/,nuœ,A wolf,,,1578:1725
70,ウォルフ,ja,noun,/ɯoɾɯɸɯ/,uouu,Wolf,,1676,1579:1693:1724:2705:2720
71,Summe,de,noun,/ˈzʊmmə/,ʊnnə,total,,,1580
72,수미,ko,noun,/sʰumi/,uny,Sumi,,1696,195:1355:1581:1925:2461:2627
73,夏天,zh-cn,noun,/ɕja˥˩ tʰjɛn˥˥/,ɶœn,summer,,,586:1582:2716
74,summa,en,noun,/ˈsumə/,unə,summa,,,1583
75,sangat,id,,/saŋat/,ɶnɶ,very,2126,2069:2099,292:308:510:529:552:601:668:764:978:1085:1213:1231:1503:1584:1615:1684:1794:2007:2030:2092:2198:2512:2623
76,deinen,de,noun,/ˈdaɪ̯nən/,ɶʏnən,yours,1585:1894:1956:2661,1873:1885,379:620:780:875:1069:1411:1421:1513:1642:1835:1896:1940:2021:2188:2343:2411:2498:2513
77,thine,en,noun,/ˈðaɪn/,ɶʏn,thine,1586,,120:992:1066:1657:2590
78,자연,ko,noun,/t͡ɕa̠jʌ̹n/,ɶɔn,nature,,,1527:1587
79,glotzen,de,noun,/ˈglɔtsən/,ɔən,slip,,,722:1588:2533
80,졸음,ko,noun,/t͡ɕo̞ɾɯm/,oun,drowsiness,,2277,1589:1692:1748:1761:2006:2084:2665
81,拳闘,ja,noun,/keɴtoɯ/,ønou,Fist,,,1012:1129:1515:1590:1594:1709:1746:2371:2459
82,전단,ko,noun,/t͡ɕʌ̹nda̠n/,ɔnɶn,shear,1591:1723:2501,354,221:224:368:390:471:599:647:998:1022:1140:1193:1196:1207:1228:1247:1288:1356:1394:1455:1479:1526:1751:1862:1871:1904:1952:1986:2073:2345:2573:2710
83,曲がり,ja,noun,/magaɾi/,nɶɶy,Bend,,,593:1592:1795:2062:2304:2428
84,弯曲,zh-cn,noun,/wan˥˥ tɕʰy˥˥/,ɶny,bending,504,2230,90:300:574:646:810:829:922:928:974:1102:1418:1475:1593:1598:1793:1805:2105:2313
85,곡선,ko,noun,/ko̞ks͈ʌ̹n/,oɔn,curve,,,1561:2579
86,環礁,ja,noun,/kaɴɕoɯ/,ɶnou,Atoll,,,1012:1129:1515:1590:1594:1709:1746:2371:2459
87,nosed,en,verb,/ˈnoʊzd/,noʊ,nosed,417,1915:2709,526:850:876:1595:1763:1778
88,nazo,eo,verb,/nazo/,nɶo,nose,,,328:515:1316:1596:1602:1831:1994:2598:2630
89,콧물,ko,verb,/kʰo̞nmuɭ/,onnu,snot,,,1597:1708:2395:2631
90,얼간이,ko,noun,/ʌ̹ɭɡa̠ni/,ɔɶny,jerk,504,2230,84:291:646:810:829:922:928:974:1102:1367:1418:1593:1598:1793:1805:1983:2105:2312:2313
91,吐き出す,ja,noun,/hakidasɯ/,ɶyɶu,Exhale,1311,,263:1152:1599:1766:2095:2593:2595
92,소작지,ko,noun,/sʰo̞d͡ʑa̠k̚t͡ɕ͈i/,oɶy,croft,2153,,204:1600
93,宠物,zh-cn,noun,/ʈʂʰʊŋ˨˩˦ u˥˩/,ʊnu,pet,,,1549:1824
94,말투,ko,noun,/ma̠ɭtʰu/,nɶu,speech,1098,2442:2639,388:567:600:667:701:720:819:825:835:1109:1183:1226:1270:1298:1601:1961:2042:2125:2161:2239:2248:2524
95,Malto,eo,noun,/malto/,nɶo,Malta,,,328:515:1316:1596:1602:1831:1994:2598:2630
96,多云,zh-cn,adjective,/tuɔ˥˥ yn˧˥/,uɔyn,partly cloudy,,,205:547:1603:1706:2026
97,unheimlich,de,noun,/ʊnˈhaɪmlɪç/,ʊnɶʏnʏ,creepy,,1604,1851
98,동전,ko,noun,/to̞ŋd͡ʑʌ̹n/,onɔn,coin,1605,,116:1130:1570:1622:1688:1704:2640
99,wally,en,,/ˈweɪɫi/,øʏy,wally,1364,2679,193:658:1428:1606:1694:1974
100,menipu,id,noun,/mənipu/,nənyu,Deep down,,900,40:437:563:814:1551:1607:1922:2233:2298
101,间谍,zh-cn,noun,/tɕjɛn˥˩ tjɛ˧˥/,œnœ,spy,,1608,596:2065
102,kuning,id,noun,/kuniŋ/,unyn,yellow,1650,907:1853,146:320:745:777:827:951:1065:1314:1450:1609:1825:1860:2181:2206:2243:2318:2522:2596:2669
103,yellow,en,noun,/ˈjɛɫoʊ/,œoʊ,yellow,,,200:1610
104,노랑,ko,noun,/no̞ɾa̠ŋ/,noɶn,yellow,1611,1617,29:111:282:676:1457:1465:1651:1785:2093:2133:2657:2695:2701
105,ボルト,ja,noun,/boɾɯto/,ouo,bolt,,,1612:1930:2362:2521
106,Bolzen,de,noun,/ˈbɔltsən/,ɔən,bolt,,,722:1588:2533
107,Gestein,de,noun,/gəˈʃtəɪn/,əəʏn,rock,1613,,
108,遅刻,ja,noun,/tɕikokɯ/,you,Late,,,532:1614:2009:2290:2381:2437
109,terlambat,id,noun,/tərlambat/,əɶnɶ,late,2126,2069:2099,292:308:510:529:552:601:668:764:978:1085:1213:1231:1503:1584:1615:1684:1794:2007:2030:2092:2198:2512:2623
110,メス,ja,noun,/mesɯ/,nøu,Falsity,1764,,1616
111,Sonnenaufgang,de,noun,/ˈzɔnnenaofgaŋ/,ɔnnønɶoɶn,sunrise,147:1611,1617,29:104:282:630:676:1398:1448:1457:1465:1540:1785:2093:2133:2657:2695:2701
112,해돋이,ko,noun,/hɛ̝do̞d͡ʑi/,œoy,Sunrise,,,1618
113,sunup,en,noun,/ˈsənəp/,ənə,sunup,2122,,1619:2361
114,bones,en,noun,/ˈboʊnz/,oʊn,bones,,,1620:1802:1819
115,骨格,ja,noun,/kokːakɯ/,oɶu,Skeleton,,,1621:2127:2551
116,Knochen,de,noun,/ˈknɔχn/,nɔn,bone,,,61:98:203:339:800:943:1011:1130:1349:1374:1415:1451:1477:1570:1622:1688:1704
117,samaran,id,noun,/samaran/,ɶnɶɶn,Squeak,1529:1970:2692,1933,254:605:821:1053:1088:1373:1454:1532:1623:1638:1730:1757:1827:1838:1886:1902:1934:2071:2167:2200:2288:2292:2330:2331:2483:2693
118,belukar,id,noun,/bəlukar/,əuɶ,Betrol,1791,,1624:2076
119,茂み,ja,noun,/ɕigemi/,yøny,Bushes,,,1531:1625:2300:2714
120,Hain,de,noun,/haɪ̯n/,ɶʏn,grove,1586,,77:154:786:958:990:1308:2409:2590
121,树林,zh-cn,noun,/ʂu˥˩ lɪn˧˥/,uʏn,forest,,,1626:2626
122,mosey,en,noun,/ˈmoʊzi/,noʊy,mosey,,,945:1627:2688
123,양성자,ko,noun,/ja̠ŋsʰʌ̹ŋd͡ʑa̠/,ɶnɔnɶ,proton,,1628,1567
124,スラグ,ja,noun,/sɯɾagɯ/,uɶu,Slag,1745,2349,1629:1741:1889:2027:2102
125,毛毡,zh-cn,noun,/mɑʊ˧˥ ʈʂan˥˥/,nɒʊɶn,Felt,,,1630:2088
126,フェルト,ja,noun,/ɸɯeɾɯto/,uøuo,felt,,,1631
127,Felsen,de,noun,/ˈfɛlzən/,œən,rock,,,1081:1511:1517:1749:2140
128,merasa,id,noun,/mərasa/,nəɶɶ,feel,,2004,1632:2256
129,バラッド,ja,noun,/baɾadːo/,ɶɶo,Ballad,,,483:898:1633:1964
130,정제,ko,noun,/t͡ɕʌ̹ŋd͡ʑe̞/,ɔnø,refine,,,1634
131,码头,zh-cn,noun,/ma˨˩˦ tʰoʊ˧/,nɶoʊ,pier,,,1635
132,auftauchen,de,noun,/ˈʔaofˌtaoxən/,ɶoɶoən,Pop up,,,1524:1636
133,有罪,zh-cn,noun,/joʊ˨˩˦ tsweɪ˥˩/,oʊøʏ,guilty,,1637,
134,kesalahan,id,noun,/kəsalahan/,əɶɶɶn,error,1529:1970:2692,1933,254:605:821:1053:1088:1373:1454:1532:1623:1638:1730:1757:1827:1838:1886:1902:1934:2071:2167:2200:2288:2292:2330:2331:2483:2693
135,罪科,ja,noun,/zaika/,ɶyɶ,guilt,,1639:2531,179:709:1348:1680:2139:2154:2624
136,フレーク,ja,noun,/ɸɯɾeːkɯ/,uøu,flake,,,1640:2070:2364:2385
137,우스운,ko,noun,/usʰɯun/,uuun,laughable,1641:2352,,987
138,Dichtungen,de,noun,/ˈdɪçtʊŋən/,ʏʊnən,Seals,1585:1894:1956:2661,1873:1885,379:620:780:875:1069:1411:1421:1513:1642:1835:1896:1940:2021:2188:2343:2411:2498:2513
139,개성,ko,noun,/kɛ̝sʰʌ̹ŋ/,œɔn,Individuality,,1643:2132,
140,moria,en,noun,/ˈmɔɹiə/,nɔyə,moria,1644,,
141,kekacauan,id,noun,/kəkatʃauan/,əɶɶuɶn,chaos,,1771:2251:2537:2567,385:1068:1244:1645:1691:1858:1878:2103:2383:2425:2445:2450:2456:2563
142,소유자,ko,adjective,/sʰo̞jud͡ʑa̠/,ouɶ,owner,,,1285:1646:1976:2570
143,toran,en,noun,/tɔˈɹɑn/,ɔɒn,toran,,,1419:1647
144,食糧,ja,noun,/ɕokɯɾjoɯ/,ouou,Food,1844,1653,1648:1866:1891:2089:2588
145,speisen,de,noun,/ˈʃpaezən/,ɶøən,Food,1984,,1649:1760:1810:1845:2067:2087
146,永眠,ja,noun,/eimiɴ/,øynyn,Persistence,1650,907:1853,102:320:359:367:745:773:935:951:1065:1314:1450:1609:1860:2181:2206:2243:2318:2522:2596:2669
147,포장,ko,verb,/pʰo̞d͡ʑa̠ŋ/,oɶn,Packing,1611,1617,29:111:282:676:1457:1465:1651:1785:2093:2133:2657:2695:2701
148,봉사,ko,noun,/po̞ŋsʰa̠/,onɶ,volunteer,,1875,573:918:1420:1652:1921:2047:2266:2672
149,部族,ja,noun,/bɯzokɯ/,uou,tribe,1844,1653,1648:1866:1891:2089:2588
150,座位,zh-cn,noun,/tsuɔ˥˩ weɪ˥˩/,uɔøʏ,seat,1654,,1302:2671
151,座席,ja,noun,/zaseki/,ɶøy,seat,,,906:1487:1560:1655:2053:2301:2717
152,법정,ko,noun,/pʌ̹p̚t͡ɕ͈ʌ̹ŋ/,ɔɔn,court,,,1656:2101
153,Letten,de,noun,/ˈlkɛtən/,œən,Lett up,,,1081:1511:1517:1749:2140
154,zines,en,noun,/ˈzaɪnz/,ɶʏn,zines,1586,,120:992:1066:1657:2590
155,골목,ko,noun,/ko̞ɭmo̞k̚/,ono,alley,,,60:185:846:1569:1658:1685:1690:2259
156,胡同,zh-cn,noun,/xu˧˥ tʰʊŋ˥˩/,uʊn,alley,1659,,
157,biara,id,noun,/biara/,yɶɶ,monastery,2386,2209,25:49:264:782:1034:1559:1660:1767
158,修道院,zh-cn,noun,/ɕjoʊ˥˥ tɑʊ˥˩ ɥœn˥˩/,oʊɒʊœn,monastery,2294,,1661:2063
159,Abtei,de,noun,/apˈtaɪ̯/,ɶɶʏ,abbey,,,1662
160,修道院,ja,noun,/ɕɯɯdoɯiɴ/,uuouyn,Monastery,2704,,560:577:822:1409:1463:1472:1663:2051:2107:2236:2281
161,アレート,ja,noun,/aɾeːto/,ɶøo,Aletuate,,,1664
162,ideal,en,noun,/aɪˈdiɫ/,ɶʏy,ideal,,,1665:1993
163,이상,ko,noun,/isʰa̠ŋ/,yɶn,More than,433:2508,1172:1711:1759:1919:2293,211:256:444:622:809:892:914:955:1017:1206:1328:1666:1929:2086:2328:2375:2486:2578:2608
164,Ideal,de,noun,/ʔiˈdəal/,yəɶ,ideal,,,1667
165,理想的,ja,noun,/ɾisoɯteki/,youøy,Ideal,1571:1668,,804:989:1811:1840:2226:2276:2354
166,menegur,id,noun,/mənəgur/,nənəu,rebuke,,,1669
167,schelten,de,noun,/ˈʃɛltən/,œən,shade,,,1081:1511:1517:1749:2140
168,꾸짖다,ko,noun,/k͈ud͡ʑit̚t͈a̠/,uyɶ,scold,,2651:2677,860:1359:1389:1426:1670:2059:2270:2632
169,潮吹き,ja,noun,/ɕioɸɯki/,youy,Squirting,2265:2427,2187,753:1671:1920:2038
170,スペード,ja,noun,/sɯpeːdo/,uøo,spade,,,1672:1800:2016:2365:2666
171,fosilo,eo,noun,/fosilo/,oyo,Spade,2111,,1673:1798:2015:2325:2605
172,Spaten,de,noun,/ˈʃpaːtən/,ɶən,spade,2405,1792,1674:1799:2017:2723
173,内部,zh-cn,adjective,/neɪ˥˩ pu˥˩/,nøʏu,internal,1675,,2532:2558
174,嘔吐物,ja,noun,/oɯtobɯtsɯ/,ououu,Vomit,,1676,1579:1693:1724:2705:2720
175,宗派,ja,noun,/ɕɯɯha/,uuɶ,Sect,,1677,48:1013:1558:2253:2372
176,Sekten,de,noun,/ˈzɛktən/,œən,Sects,,,1081:1511:1517:1749:2140
177,분파,ko,noun,/punpʰa̠/,unɶ,sect,,,422:545:816:1576:1678:1857:2024:2234:2258:2444
178,巡回,ja,noun,/dʑɯɴkai/,unɶy,Patrol,,,487:715:766:1108:1184:1212:1258:1402:1452:1525:1679:1812:1837:1968:2441:2494:2515:2577
179,rahasia,id,noun,/rahasia/,ɶɶyɶ,secret,,1639:2531,135:459:690:1348:1680:2139:2154:2624
180,whiny,en,noun,/ˈhwaɪni/,ɶʏny,whiny,729,1681:2587,765:950:1682:1852:2164
181,dimly,en,noun,/ˈdɪmɫi/,ʏny,dimly,729,1681:2587,765:950:1682:1852:2164
182,薄暗い,ja,noun,/ɯsɯgɯɾai/,uuuɶy,dim,,2306:2662,590:915:1683:1888:2066:2201:2408
183,광광,ko,noun,/kwa̠ŋɡwa̠ŋ/,ɶnɶn,Light,1591:1723:2501,354,221:224:368:390:471:599:647:998:1022:1140:1193:1196:1207:1228:1247:1288:1356:1394:1455:1479:1526:1751:1862:1871:1904:1952:1986:2073:2345:2573:2710
184,celana,id,noun,/tʃəlana/,əɶnɶ,pants,2126,2069:2099,292:308:510:529:552:601:668:764:978:1085:1213:1231:1503:1584:1615:1684:1794:2007:2030:2092:2198:2512:2623
185,pantalono,eo,noun,/pantalono/,ɶnɶono,Pants,,,155:189:846:1569:1658:1685:1690:2259
186,群衆,ja,noun,/gɯɴɕɯ/,unu,crowd,,2052,8:543:578:704:929:1495:1686:2023:2151
187,Kulissen,de,noun,/ˈkuːlɪszən/,uʏən,Scene,501:1292:1687,,32:568:683:818:874:954:1150:1438:1510:1547:2116:2589:2712
188,synchronisieren,de,noun,/zʏntsɾonɪsiːɾen/,ʏnonʏyøn,synchronize,,1508:2519,497:519:1141:1577:1689:1998:2041:2731
189,동조,ko,noun,/to̞ŋd͡ʑo̞/,ono,tuning,,,60:185:846:1569:1658:1685:1690:2259
190,hembusan,id,noun,/həmbusan/,ənuɶn,Gususan,,1771:2251:2537:2567,385:1068:1244:1645:1691:1858:1878:2103:2383:2425:2445:2450:2456:2563
191,돌풍,ko,noun,/to̞ɭpʰuŋ/,oun,squall,,2277,1589:1692:1748:1761:2006:2084:2665
192,突風,ja,noun,/topːɯɯ/,ouu,Glow,,1676,1579:1693:1724:2705:2720
193,无能为力,zh-cn,noun,/u˧˥ nɤŋ˧˥ weɪ˧˥ li˥˩/,unonøʏy,Powerless,,1171:2679,99:492:863:1187:1694:1974:2118
194,inept,en,noun,/ˌɪˈnɛpt/,ʏnœ,inept,,,1695:2582
195,同様に,ja,noun,/doɯjoɯni/,ououny,Similarly,,1696,72:440:1133:1581:1925:2461:2627:2652
196,ungeschickt,de,noun,/ʔʊngəˈʃɪkt/,ʊnəʏ,awkward,,1697,
197,喜んで,ja,noun,/joɾokoɴde/,ooonø,Pleasure,,,530:1698:2008:2338:2367:2659
198,기쁨,ko,noun,/kip͈ɯm/,yun,pleasure,,2129,1699
199,tendeno,eo,noun,/tendeno/,ønøno,tendon,2553,2182,746:1700:2616:2728
200,噱头,zh-cn,noun,/ɕɥœ˧˥ tʰoʊ˧/,œoʊ,Tumble,,,103:805:967:1446:1701
201,香ばしい,ja,noun,/koɯbaɕii/,ouɶyy,sweet,1702,,2204:2454
202,熱狂,ja,noun,/nekːjoɯ/,nøou,Enthusiasm,,,1703
203,조심성,ko,noun,/t͡ɕo̞ɕʰimsʰʌ̹ŋ/,oynɔn,Careful,1605,,116:1130:1570:1622:1688:1704:2640
204,オカピ,ja,noun,/okapi/,oɶy,Ocha,,,92:708:1600:1705
205,서핑,ko,noun,/sʰʌ̹pʰiŋ/,ɔyn,surfing,,96,1706:2026:2269
206,サーフィン,ja,noun,/saːɸiɴ/,ɶyn,surfing,2547,2448,986:1079:1256:1363:1707:2351:2422
207,冲浪,zh-cn,noun,/ʈʂʰʊŋ˥˥ lɑŋ˥˩/,ʊnɒn,surf,,,833:1514:1552:2045:2363
208,콧물,ko,noun,/kʰo̞nmuɭ/,onnu,snot,,,1597:1708:2395:2631
209,悪名,ja,noun,/akɯmjoɯ/,ɶunou,Infanny,,,1012:1129:1515:1590:1594:1709:1746:2371:2459
210,外,zh-cn,noun,/uaɪ˥˩/,uɶʏ,outer,,,1528:1710:2178
211,Grobian,de,noun,/gɾobian/,oyɶn,ruffian,433:2508,1172:1711:1759:1919,163:256:444:622:661:809:892:914:955:957:1017:1206:1328:1459:1666:2068:2086:2328:2486:2578:2608
212,监狱,zh-cn,noun,/tɕjɛn˥˥ y˥˩/,œny,prison,2109,,12:852:1190:1485:1523:1712:2241:2499
213,Gefängnisse,de,noun,/ɡəˈfɛŋnɪsə/,əœnnʏə,Prisons,,,1713:1971
214,penjara,id,noun,/pəndʒara/,ənɶɶ,jail,229,1714:2268,226:615:785:858:933:1100:1199:1414:1729:1732:1801:1926:2079:2110:2211:2316:2432:2434:2504:2668:2699
215,감옥,ko,noun,/ka̠mo̞k̚/,ɶno,prison,,2686,55:570:633:634:1192:1440:1564:1715:2032:2044:2500:2698
216,刑務所,ja,noun,/keimɯɕo/,øynuo,prison,,1716,1139:2108:2240:2464
217,エクソン,ja,noun,/ekɯsoɴ/,øuon,Exon,,,1717:1768:2150
218,alban,en,noun,/ˈɑɫbən/,ɒən,alban,,,362:1151:1474:1718
219,啜饮,zh-cn,adjective,/ʈʂʰuɔ˥˩ ɪn˨˩˦/,uɔʏn,sip,,,1719
220,Verhütung,de,noun,/fɛːɐ̯ˈhyːtʊŋ/,œɐyʊn,prevention,,1722,31:887:2029:2541
221,entfachen,de,noun,/ʔɛntˈfaxn̩/,œnɶn,bother,1591:1723:2501,354,15:82:183:248:348:368:377:390:416:436:471:599:616:815:923:926:946:998:1022:1140:1193:1196:1207:1228:1247:1288:1296:1356:1394:1455:1479:1526:1751:1862:1871:1904:1952:1986:2345:2573
222,amide,en,noun,/ˈeɪˌmaɪd/,øʏnɶʏ,amide,1726:1737,,807:1120:1284:1425:1435
223,アミド,ja,noun,/amido/,ɶnyo,Amide,,,277:813:1051:1727:1781:2232:2620
224,anhalten,de,noun,/ˈʔanhaltn̩/,ɶnɶn,stop,1591:1723:2501,354,15:82:183:248:348:368:377:390:416:436:471:599:616:815:923:926:946:998:1022:1140:1193:1196:1207:1228:1247:1288:1296:1356:1394:1455:1479:1526:1751:1862:1871:1904:1952:1986:2345:2573
225,멈추다,ko,noun,/mʌ̹mt͡ɕʰuda̠/,nɔnuɶ,Stop,,,432:493:1057:1441:1728:1918:1975:2373:2403:2687:2724
