,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_adjective,next_word_index_noun
140,marah,id,adjective,/marah/,ɶɶr,angry,,944:1115:1550,1598
141,溺爱,zh-cn,verb,/ni˥˩ aɪ˥˩/,yɶʏ,spoil,1204,,1045
142,제발,ko,verb,/t͡ɕe̞ba̠ɭ/,pøɶ,please,,,
143,渴望,zh-cn,verb,/kʰɤ˨˩˦ wɑŋ˥˩/,poɑm,desire,,,
144,dared,en,verb,/ˈdɛɹd/,œb,dared,,,1048
145,outer,en,adjective,/ˈaʊtɝ/,ɶʊə,outer,,,1049
146,luar,id,adjective,/luar/,uɶr,Outside,1050,,1132:1473
147,weckt,de,verb,/ˈvɛkt/,œpp,arouse,1468,,1051
148,assay,en,verb,/ˈæsi/,y,assay,75:482:1393,,973:1053:1397:1525:1530:1558
149,beeps,en,verb,/ˈbips/,ypϕ,beeps,,,897:1057:1244:1245
150,doffs,en,verb,/ˈdɔfs/,ɔϕϕ,doffs,,,1058
151,berat,id,adjective,/bərat/,əɶp,weight,1059:1241:1407,,
152,gaudy,en,adjective,/ˈɡɔdi/,ɔy,gaudy,6:476:1032,78:612,764:933:977:982:1022:1060:1295:1521
153,기도,ko,verb,/kido̞/,yo,Prayer,1061:1232,383,727:836:871:938:1297:1483:1635:1720
154,기본,ko,adjective,/kibo̞n/,yom,basic,,1062,842:856:1637:1724
155,벨트,ko,verb,/pe̞ɭtʰɯ/,øpu,belt,,,
156,違う,ja,verb,/tagaɯ/,ɶɶu,Wrong,,,1064:1454:1533
157,pours,en,verb,/ˈpɔɹz/,ɔβ,pours,,,1065:1316
158,atas,id,adjective,/atas/,ɶɶϕ,on,,,1066
159,mandi,id,verb,/mandi/,ɶmy,bath,,,
160,bani,eo,verb,/bani/,ɶy,to bathe,159:349:353:398:484:664:1085:1165:1215:1612,93:175:339:437:528:578:585:699:1280:1438,789:792:797:818:843:890:962:1067:1068:1116:1263:1267:1270:1314:1370:1476:1496:1611:1682:1685:1705:1725
161,미역,ko,verb,/mijʌ̹k̚/,yɔp,Seaweed,1069,,1164
162,짠,ko,verb,/t͡ɕ͈a̠n/,pϕɶm,braided,,,
163,tuned,en,verb,/ˈtund/,umb,tuned,,,1072
164,sunny,en,adjective,/ˈsəni/,əy,sunny,418:1034:1348,,1010:1073:1218:1409:1437:1452:1506:1520:1542:1609
165,흙,ko,verb,/xɯk̚/,up,soil,,,1074:1431
166,danken,de,verb,/daˈŋkən/,ɶməm,to thank,,,
167,mooty,en,adjective,/ˈmuti/,uy,mooty,79:169:290:658:978:1077,602:606:1206,1076:1199:1268:1288:1333:1575
168,bight,en,adjective,/ˈbaɪt/,ɶʏp,bight,,,1031:1517:1562
169,puŝi,eo,verb,/puʃi/,uy,push,79:354:658:1077,167:602:606:1206,1076:1199:1268:1288:1333:1575
170,vomi,eo,verb,/vomi/,oy,vomit,69:565:1113,34:71:281:287:1484,743:967:1078:1197:1203:1256:1310:1594
171,叙述,zh-cn,verb,/ɕy˥˩ ʂu˥˩/,yu,Narrate,40:190,321,1079:1098:1237:1291:1304
172,도금,ko,verb,/to̞ɡɯm/,oum,Plated,1107,,1080:1376
173,hunch,en,verb,/ˈhəntʃ/,əmp,hunch,,,1081:1208
174,hears,en,verb,/ˈhiɹz/,yβ,hears,946,,1013:1084:1087:1117
175,사기,ko,adjective,/sʰa̠ɡi/,ϕɶy,scam,,,
176,buruh,id,verb,/buruh/,uur,Labor,,,1086
177,sease,en,verb,/ˈsiz/,yβ,sease,946,,1013:1084:1087:1117
178,weldy,en,adjective,/ˈwɛɫdi/,œy,weldy,318:1015:1088,643:1757,887:1006:1020:1129:1271:1402
179,looks,en,verb,/ˈɫʊks/,ʊpϕ,looks,,,1089
180,외모,ko,verb,/ø̞mo̞/,øo,look,300:556,1090:1470,1101:1216:1379:1485
181,gila,id,adjective,/gila/,yɶ,crazy,296:1212,62:628,865:959:1091:1516:1543:1743
182,thome,en,verb,/ˈθoʊm/,oʊm,thome,,945:1142,903:1703
183,reedy,en,verb,/ˈɹidi/,yy,reedy,188:375:393:547:616:702:1108:1491,91:103:572:1184:1307,721:847:853:876:911:952:991:1003:1092:1287:1308:1349:1356:1385:1494:1512:1524:1535:1547:1567:1729:1734
184,manis,id,adjective,/manis/,ɶyϕ,sweet,1093,,
185,甘い,ja,adjective,/amai/,ɶɶy,sweet,,,943:1094:1313:1384:1389:1480:1539
186,偷,zh-cn,verb,/tʰoʊ˥˥/,poʊ,steal,,,
187,kuda,id,verb,/kuda/,uɶ,horse,352,351,1096:1265:1266
188,피리,ko,verb,/pʰiɾi/,pyy,Pipe,,,
189,拧,zh-cn,verb,/nɪŋ˧˥/,ʏm,screw,254:502:975:1097:1583:1674,,919:971:1120:1166
190,리드,ko,verb,/ɾidɯ/,yu,lead,171:1571,,935:1079:1098:1237:1291:1304:1603
191,führt,de,verb,/ˈfyɾt/,yp,leads,327:360:391:447:603:681:1209,293:337:347:474:1253,1099:1243:1306:1394:1488:1602
192,cairn,en,adjective,/ˈkɛɹn/,œm,cairn,96:329:558,,995:1100:1246:1475
193,華やか,ja,adjective,/hanajaka/,ɶɶɶɶ,Glamorous,,,1103
194,強引,ja,adjective,/goɯiɴ/,ouy,Forgery,1696,,1104
195,no-go,en,verb,/ˈnoʊˌɡoʊ/,oʊoʊ,no-go,,,1105
196,vokal,id,verb,/vokal/,oɶl,Vocal,,,1106:1426
197,vowel,en,verb,/ˈvaʊəɫ/,ɶʊə,vowel,,,1049
198,모음,ko,verb,/mo̞ɯm/,oum,collection,1107,,1080:1376
199,보람,ko,adjective,/po̞ɾa̠m/,oɶm,Reward,,,1109
200,wooed,en,adjective,/ˈwud/,ub,wooed,,,951:1000:1055:1505
201,rainy,en,adjective,/ˈɹeɪni/,øʏy,rainy,1110,,894
202,若い,ja,adjective,/ɰᵝakai/,ɶɶy,young,,,943:1094:1313:1384:1389:1480:1539
203,conic,en,adjective,/ˈkɑnɪk/,ɑʏp,conic,,,1112
204,koni,eo,adjective,/koni/,oy,to know,69:565:1113,34:71:281:287:1484,743:967:1078:1197:1203:1256:1310:1594
205,발가락,ko,verb,/pa̠ɭɡa̠ɾa̠k̚/,ɶɶɶp,toes,,1114,1130
206,sampah,id,adjective,/sampah/,ɶmɶr,Trash,,,
207,razi,eo,verb,/razi/,ɶy,shave,159:349:353:398:484:664:1085:1165:1215:1612,93:175:339:437:528:578:585:699:1280:1438,789:792:797:818:843:890:962:1067:1068:1116:1263:1267:1270:1314:1370:1476:1496:1611:1682:1685:1705:1725
208,peels,en,verb,/ˈpiɫz/,yβ,peels,946,,1013:1084:1087:1117
209,blink,en,verb,/ˈbɫɪŋk/,bʏmp,blink,,,
210,바보,ko,adjective,/pa̠bo̞/,ɶo,Fool,44:478:604:671:677:708:939:1582,85,707:711:787:907:985:988:1027:1082:1119:1138:1269:1388:1586:1618:1619:1680
211,leavy,en,adjective,/ˈɫivi/,yy,leavy,188:375:393:547:616:702:1108:1491,91:103:572:1184:1307,721:847:853:876:911:952:991:1003:1092:1287:1308:1349:1356:1385:1494:1512:1524:1535:1547:1567:1729:1734
212,얼굴,ko,verb,/ʌ̹ɭɡuɭ/,ɔu,Face,1121,,782
213,ŝraŭbo,eo,verb,/ʃraubo/,ɶuo,screw,,,1122:1581
214,lose,de,adjective,/ˈloːzə/,oə,loose,571:1490,1126,1124:1259
215,不安,zh-cn,verb,/pu˥˩ an˥˥/,uɶm,disturbed,683:870:1125,,760:826:855:1492:1736
216,knote,de,verb,/ˈknoːtə/,poə,knot,,,
217,barra,en,verb,/ˈbɑɹə/,ɑə,barra,901,1127,1004:1671:1753
218,waite,en,adjective,/ˈweɪt/,øʏp,waite,,,1128:1601
219,heady,en,adjective,/ˈhɛdi/,œy,heady,318:1015:1088,643:1757,887:1006:1020:1129:1271:1402
220,knock,en,verb,/ˈnɑk/,ɑp,knock,1150,,1131:1303:1328:1528:1572
221,darby,en,adjective,/ˈdɑɹbi/,ɑy,darby,,,934:968
222,pores,en,verb,/ˈpɔɹz/,ɔβ,pores,,,1065:1316
223,wol,id,verb,/wol/,ol,wool,,,1133
224,무게,ko,adjective,/muɡe̞/,uø,weight,,,1134
225,bobot,id,adjective,/bobot/,oop,weight,,,1135
226,wazir,id,adjective,/wazir/,ɶyr,vizier,,1136,1173
227,그릇,ko,verb,/kɯɾɯt̚/,uup,Bowl,656:906,,1123
228,干瘪,zh-cn,verb,/kan˥˥ pjɛ˨˩˦/,ɶmpœ,shriveled,,,956
229,fight,en,verb,/ˈfaɪt/,ɶʏp,fight,,,1031:1517:1562
230,moral,en,adjective,/ˈmɔɹəɫ/,ɔə,moral,1226,1140,
231,tidal,en,adjective,/ˈtaɪdəɫ/,ɶʏə,tidal,,1477,845:1141
232,shown,en,verb,/ˈʃoʊn/,oʊm,shown,,945:1142,903:1703
233,petal,en,adjective,/ˈpɛtəɫ/,œə,petal,1143:1570,1701,1592
234,우주,ko,adjective,/ud͡ʑu/,ubu,space,,,
235,smile,en,verb,/ˈsmaɪɫ/,ϕɶʏ,smile,,,
236,datang,id,verb,/dataŋ/,ɶɶm,come,320:358:1236:1273,,722:841:1146:1182:1190:1351:1568:1630
237,오다,ko,verb,/o̞da̠/,oɶ,come,274:1225:1373,372,1147:1191
238,morph,en,verb,/ˈmɔɹf/,ɔϕ,morph,,,1001:1148:1585
239,흑인,ko,adjective,/xɯɡin/,uym,black,1227,,884:987:1149:1436:1507:1693
240,botch,en,verb,/ˈbɑtʃ/,ɑp,botch,1150,,1131:1303:1328:1528:1572
241,meant,en,verb,/ˈmɛnt/,œmp,meant,257,,966
242,neese,en,adjective,/ˈniz/,yβ,neese,946,,1013:1084:1087:1117
243,暑さ,ja,adjective,/atsɯsa/,ɶpuɶ,Heat,,,
244,描く,ja,verb,/egakɯ/,øɶu,Draw,,,1152:1616
245,问,zh-cn,verb,/uən˥˩/,uəm,ask,1025:1548,1153,1632:1653
246,Sirio,eo,adjective,/sirio/,yyo,Syria,,,1154
247,耕,zh-cn,verb,/kɤŋ˥˥/,om,Plow,,625:768,1155:1541:1605:1668
248,開く,ja,verb,/akɯ/,ɶu,open,99:123:127:366:522:581:600:996:1180,469:508:577:1037:1251,773:909:941:979:999:1030:1083:1156:1279:1300:1380:1435:1498:1509:1589:1638:1670:1737
249,wecken,de,verb,/ˈvɛkŋ̩/,œpm,wake up,1157,,
250,목사,ko,verb,/mo̞ks͈a̠/,opϕɶ,pastor,,,
251,segan,id,adjective,/səgan/,əɶm,disinclined,,,1159:1292
252,abomeno,eo,adjective,/abomeno/,ɶoøo,Abomination,,,1160
253,wispy,en,adjective,/ˈwɪspi/,ʏϕy,wispy,,,
254,alfin,en,verb,/ˈæɫfɪn/,ʏm,alfin,24:73:189:673:975:1097:1674,,777:971:1120:1166
255,도넛,ko,verb,/to̞nʌ̹t̚/,oɔp,donut,,,1167
256,donat,id,verb,/donat/,oɶp,donuts,573,1168,
257,hängt,de,verb,/ˈhɛŋt/,œmp,hangs,68:241,,1169
258,hang,id,verb,/haŋ/,ɶm,Hang.,277:404:1170:1193:1538,475,852:1321:1545:1733
259,挂,zh-cn,verb,/kwa˥˩/,pɶ,hang,,,
260,risky,en,adjective,/ˈɹɪski/,ʏϕy,risky,,,
261,mahir,id,adjective,/mahir/,ɶyr,Majiry.,,1136,1173
262,送,zh-cn,verb,/sʊŋ˥˩/,ʊm,give away,,,1174
263,duped,en,verb,/ˈdupt/,upp,duped,1175,,
264,goo,eo,adjective,/goo/,oo,goo,282:410:1445:1576,438:535,801:1176:1223:1238:1325:1352:1579:1692
265,양말,ko,adjective,/ja̠ŋma̠ɭ/,ɶmɶ,Amount - say,,525,
266,bohong,id,verb,/bohoŋ/,oom,lie,,1041,745:1178
267,臭い,ja,adjective,/kɯsai/,uɶy,odor,1179,,1183
268,눈물,ko,verb,/nunmuɭ/,umu,tear,,,
269,dalam,id,verb,/dalam/,ɶɶm,in,320:358:1236:1273,,722:841:1146:1182:1190:1351:1568:1630
270,深い,ja,adjective,/ɸɯkai/,uɶy,deep,1179,,1183
271,eager,en,adjective,/ˈiɡɝ/,yə,eager,1392:1433,,1185:1378
272,avida,eo,adjective,/avida/,ɶyɶ,eager,,,1186:1760
273,rebab,id,adjective,/rəbab/,əɶb,fiddle,,1187,
274,prosa,id,verb,/prosa/,poɶ,prose,,,
275,보류,ko,verb,/po̞ɾju/,ou,Hold,1599,,1189:1444:1691
276,kelima,id,adjective,/kəlima/,əyɶ,fifth,,1192,1213
277,换,zh-cn,verb,/xwan˥˩/,ϕɶm,change,,,
278,heard,en,verb,/ˈhɝd/,əb,heard,,,1194
279,dowse,en,adjective,/ˈdaʊs/,ɶʊϕ,dowse,,,1195
280,soule,en,verb,/ˈsaʊɫ/,ɶʊ,soule,,,1196
281,모의,ko,adjective,/mo̞ɰi/,oy,imitation,170:615:969:1113,71:204:1484,929:967:1052:1197:1203:1256:1310:1594:1647
282,homo,id,verb,/homo/,oo,homo,305:410:660:666:1445:1576,264:438:535:1198,801:1176:1223:1238:1325:1352:1510:1692
283,dicky,en,adjective,/ˈdɪki/,ʏy,dicky,,,913:1161:1172:1254:1371:1628
284,picks,en,verb,/ˈpɪks/,ʏpϕ,picks,,,1002:1600
285,tilde,en,verb,/ˈtɪɫdə/,ʏə,tilde,,,712:774:1201:1319
286,hoofs,en,adjective,/ˈhufs/,uϕϕ,hoofs,,,1202
287,노비,ko,adjective,/no̞bi/,oy,Novi,170:615:969:1113,71:204:1484,929:967:1052:1197:1203:1256:1310:1594:1647
288,wears,en,verb,/ˈwɛɹz/,œβ,wears,,,1205
