,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_adjective,next_word_index_noun
86,kembar,id,verb,/kəmbar/,pəmbɶr,twin,1442,,2404
87,발가락,ko,verb,/pa̠ɭɡa̠ɾa̠k̚/,pɶɶɶp,toes,1443,,
88,肆虐,zh-cn,verb,/sɯ˥˩ nɥœ˥˩/,ϕumœ,Ravage,,,1444
89,脊,zh-cn,verb,/tɕi˧˥/,pϕy,ridge,100:688:948:1063:1457:1573:2029,94:520:734:821:1233:1927,1445:1450:1790:1815:1864:1867:1891:2081:2388:2399:2466:2496:2505
90,gewandert,de,verb,/gəˈvandɛɾt/,bəβɶmbœp,hiked,,,1446:1472
91,cates,en,verb,/ˈkeɪts/,pøʏpϕ,cates,,,1447:1551
92,vermo,eo,verb,/vermo/,βørmo,worm,,,1448:1485
93,cacingan,id,verb,/tʃatʃiŋan/,pɶpymɶm,Worms,157:616:1612:1958:2058:2282,2191:2410:2474,1449:2535
94,젖꼭지,ko,adjective,/t͡ɕʌ̹t̚k͈o̞k̚t͡ɕ͈i/,pϕɔppoppϕy,nipple,89:220:442:467:516:581:899:1052:1457:1573:2029,520:734:821:1233:1927,1445:1450:1790:1815:1864:1867:1891:1973:2074:2081:2388:2399:2466:2496:2505
95,맛,ko,adjective,/ma̠t̚/,mɶp,flavor,,576:1922,1451:2495
96,正しい,ja,adjective,/tadaɕii/,pɶbɶϕyy,correct,1459:1664:1667:2401,,1403:1452:1742:1802:2268:2660
97,兴,zh-cn,verb,/ɕɪŋ˥˥/,ϕʏm,Be,865:1135:1453:1713:1728:2108:2244,,1939:2470
98,reeks,en,verb,/ˈɹiks/,ypϕ,reeks,,2650,1455:2210:2219
99,berbau,id,verb,/bərbau/,bərbɶu,smell,488:816:1131:2289,,1456:1719:1835:2088:2155
100,퇴치,ko,verb,/tʰø̞t͡ɕʰi/,pøpϕy,Fading,89:220:442:467:516:581:899:1052:1457:1573:2029,520:734:821:1233:1927,1445:1450:1790:1815:1864:1867:1891:1973:2074:2081:2388:2399:2466:2496:2505
101,혈통,ko,adjective,/çjʌ̹ɭtʰo̞ŋ/,ɔpom,lineage,1207:1236:1318,1204,1458:1721:2172:2484:2541
102,哀しい,ja,adjective,/kanaɕii/,pɶmɶϕyy,sad,1459:1664:1667:2401,,1403:1452:1742:1802:2268:2660
103,어금니,ko,adjective,/ʌ̹ɡɯmni/,ɔummy,molar,,,1460:1623:1734:1762:2439
104,geraham,id,adjective,/gəraham/,bərɶrɶm,molar,15:1115:1129:1333:1473:2143:2251:2392:2517,114:2069,1367:1461:1554:1691:1824:2449:2462
105,브라자,ko,verb,/pɯɾa̠d͡ʑa̠/,puɶbβɶ,Braza,1462,,2173:2437:2587
106,manta,en,adjective,/ˈmæntə/,mæmpə,manta,485:2035,,1463:2080
107,dämmert,de,verb,/ˈdɛmmɛɾt/,bœmmœp,dusky,,1920,1464:2575
108,새벽,ko,verb,/sʰɛ̝bjʌ̹k̚/,ϕœbɔp,dawn,,,1465
109,stout,en,adjective,/ˈstaʊt/,ϕpɶʊp,stout,,,1466:1680
110,수천,ko,verb,/sʰut͡ɕʰʌ̹n/,ϕupϕɔm,Thousand,,2093,1467:1766
111,menanamkan,id,verb,/mənanamkan/,məmɶmɶmpɶm,instill,336:645:905:908:1294:1433:1468:1523:1641:1830:1974:2064:2092:2228:2458:2513:2596:2673,634:1621:1652:2075:2153:2488,1360:1648:1671:1840:1983:2083:2338:2567
112,einbetten,de,verb,/ˈaɪ̯nˌbɛtən/,ɶʏmbœpəm,embed,78:138:342:579:879:1616:1694:1925:1969:2200:2216:2250,856:1058:1261,1432:1469:1495:1631:1658:1809:1839:1910:2376:2447
113,자전거,ko,verb,/t͡ɕa̠d͡ʑʌ̹nɡʌ̹/,pϕɶbβɔmɔ,bicycle,1470,,
114,지휘관,ko,adjective,/t͡ɕiɦɥiɡwa̠n/,pϕyyrɶm,Commander,15:116:202:339:474:1115:1129:1323:1473:2143:2251:2392,104:174:529:2069,1367:1471:1691:1824:2462
115,wandert,de,verb,/ˈvandɛɾt/,βɶmbœp,migrating,,,1446:1472
116,rahang,id,verb,/rahaŋ/,rɶrɶm,jaw,15:1115:1129:1333:1473:2143:2251:2392:2517,114:2069,1367:1461:1554:1691:1824:2449:2462
117,아담,ko,verb,/a̠da̠m/,ɶbɶm,Adam,54:196:237:347:462:497:851:1269:1307:1406,55:331:796:803:812:914:1590:2185,1474:1684:1699:1810:2144:2307:2428:2581:2606
118,feiern,de,verb,/ˈfaɪ̯əʁn/,ϕɶʏəβm,to celebrate,1475,,
119,lemah,id,adjective,/ləmah/,ləmɶr,weak,,1525:1736,1476
120,弱い,ja,adjective,/joɰᵝai/,oɶy,weak,,,1477
121,거미,ko,adjective,/kʌ̹mi/,pɔmy,Spider,,,1478:1787:1901:2077:2326
122,bergetah,id,adjective,/bərgətah/,bərbəpɶr,gummy,1479:1654,1942:2313:2569,2162
123,gummy,en,adjective,/ˈɡəmi/,əmy,gummy,,822,1412:1480:1883:2160
124,지수,ko,adjective,/t͡ɕisʰu/,pϕyϕu,Indices,,,1481:2014:2325
125,geliebt,de,verb,/ɡəˈliːpt/,əlypp,loved,1482:1484,,
126,반경,ko,verb,/pa̠nɡjʌ̹ŋ/,pɶmɔm,Radius,149,,1483:1505:2555
127,Forno,eo,adjective,/forno/,ϕormo,Oven,,,1448:1485
128,둥이,ko,verb,/tuŋi/,pumy,Round,1486,61,1379:1413:1749:2123
129,거래하다,ko,adjective,/kʌ̹ɾɛ̝ɦa̠da̠/,pɔœɶbɶ,Do business with,393:1854,1503:1797:1878:1960:2226:2308,1359:1487:1642:1725:1821:1889:1906:1967:1992:2085
130,sikes,en,verb,/ˈsaɪks/,ϕɶʏpϕ,sikes,,,1447:1551
131,刈る,ja,verb,/kaɾɯ/,pɶu,mow,515,44:823,1396:1488:1863:2161
132,menuai,id,verb,/mənuai/,məmuɶy,reap,,43,1489
133,reaps,en,verb,/ˈɹips/,ypϕ,reaps,,2650,1455:2210:2219
134,頑張り,ja,verb,/gaɴbaɾi/,bɶbɶy,Hard,1490,832,
135,mencucup,id,verb,/məntʃutʃup/,məmpupup,slurp,1178:1731:2659,1203:1317,1491:2512
136,啜る,ja,verb,/sɯsɯɾɯ/,ϕuϕuu,sip,,,1492:1764:2368:2419
137,热门,zh-cn,verb,/ʐɤ˥˩ mən˧˥/,oməm,Popular,291:319:448:453:600:624:644:690:968:1006:1025:1258:1292:1493:1804:2641,653:960:1019:1673:2635,1646:1796:1966:1994:2031:2362:2632
138,hoten,en,verb,/ˈhoʊtən/,roʊpəm,hoten,112:139:263:276:304:342:460:519:563:797:879:949:1050:1054:1085:1112:1121:1145:1338:1616:1694:1925:1969:2200:2216:2250,,1432:1494:1495:1631:1910:2447
139,holten,de,verb,/ˈhɔltən/,rɔlpəm,pick up,78:138:342:579:879:1616:1694:1925:1969:2200:2216:2250,856:1058:1261,1432:1469:1495:1631:1658:1809:1839:1910:2376:2447
140,加入,zh-cn,verb,/tɕja˥˥ ʐu˥˩/,pϕɶu,Join,,,1496
141,füllen,de,verb,/ˈfʏlən/,ϕʏləm,to fill,2193,,1497
142,mengisi,id,verb,/məŋisi/,məmyϕy,fill,1408:1498,57:1907,2229
143,소금,ko,adjective,/sʰo̞ɡɯm/,ϕoum,Salt,,,1499
144,가장자리,ko,verb,/ka̠d͡ʑa̠ŋd͡ʑa̠ɾi/,pɶbβɶmbβɶy,edge,,,1500
145,tepi,id,verb,/təpi/,pəpy,Edge,1501,1149,2018
146,untuk,id,adjective,/untuʔ/,umpub,for,20:1426,,1502:2016:2510
147,슬퍼하다,ko,verb,/sʰɯɭpʰʌ̹ɦa̠da̠/,ϕupɔɶbɶ,Sorrow,393:1854,1503:1797:1878:1960:2226:2308,1359:1487:1642:1725:1821:1889:1906:1967:1992:2085
148,meratapi,id,verb,/məratapi/,mərɶpɶpy,mourni.,23:1251:1504:2351,401:1350,1375:1613:1757:2557:2588:2638
149,mourn,en,verb,/ˈmɔɹn/,mɔm,mourn,126:507:606:727:1213,459,1505:1614:2555
150,哀れむ,ja,verb,/aɰᵝaɾemɯ/,ɶɶømu,pity,13,1365,1506
151,kamal,en,adjective,/ˈkeɪməɫ/,pøʏmə,kamal,,,1507
152,Beere,de,adjective,/ˈbeːʁə/,bøβə,berry,,1508,
153,浆果,zh-cn,verb,/tɕjɑŋ˥˥ kuɔ˨˩˦/,pϕɒmpuɔ,berry,1509,,
154,sihir,id,verb,/sihir/,ϕyryr,magic,,,1510
155,좀비,ko,verb,/t͡ɕo̞mbi/,pϕomby,zombie,500:876,24:771:1151:1439,1376:1511:1555:1850:2025:2117:2563
156,amigo,en,verb,/əˈmiˌɡoʊ/,əmyoʊ,amigo,,,1512
157,弥漫,zh-cn,verb,/mi˧˥ man˥˩/,mymɶm,Diffuse,93:616:718:958:1612:1958:2058,839:858:940:2191:2410:2474,1449:1513:2535
158,능력,ko,verb,/nɯŋɲjʌ̹k̚/,mummɔp,ability,,,1514:2409
159,cakep,id,verb,/tʃakəp/,pɶpəp,handsome,362:463:477:1239:1319:1515,240:1715,1593
160,saucy,en,verb,/ˈsɔsi/,ϕɔϕy,saucy,,,1516:2034
161,조가비,ko,verb,/t͡ɕo̞ɡa̠bi/,pϕoɶby,shell,1076:1143,2476,1517
162,conch,en,verb,/ˈkɑntʃ/,pɒmp,conch,1518,,
163,biara,id,verb,/biara/,byɶrɶ,monastery,2456,,1364:1391:1420:1519:1531:1745:2099:2434:2465
164,seluruh,id,adjective,/səluruh/,ϕəlurur,Own,,,1520:2100
165,ganze,de,adjective,/ɡantsə/,ɶmpϕə,whole,,,1521
166,충돌,ko,verb,/t͡ɕʰuŋdo̞ɭ/,pϕumbo,crash,277:1268,,1522:1632:2353:2605
167,bentrokan,id,verb,/bəntrokan/,bəmpropɶm,clash,336:645:905:908:1294:1433:1468:1523:1641:1830:1974:2064:2092:2228:2458:2513:2596:2673,634:1621:1652:2075:2153:2488,1360:1648:1671:1840:1983:2083:2338:2567
168,hears,en,verb,/ˈhiɹz/,ryβ,hears,,1524,
169,didengar,id,verb,/didəŋar/,bybəmɶr,heard,,1525:1736,1476
170,스펀지,ko,verb,/sʰɯpʰʌ̹nd͡ʑi/,ϕupɔmbβy,sponge,1921,,1526:1703:2047:2413:2602:2684
171,gezähmt,de,verb,/gəˈtsɛmt/,bəpϕœmp,tamed,59,1831,1527
172,驯服,zh-cn,verb,/ɕyn˥˩ fu˧˥/,ϕymϕu,tame,2321,,1528:2276
173,차임,ko,adjective,/t͡ɕʰa̠im/,pϕɶym,chime,,,1529:2028
174,jurang,id,adjective,/dʒuraŋ/,burɶm,A ravine,15:1115:1129:1333:1473:2143:2251:2392:2517,114:2069,1367:1461:1554:1691:1824:2449:2462
175,hoops,en,verb,/ˈhups/,rupϕ,hoops,,,1530:2536
176,스푼,ko,verb,/sʰɯpʰun/,ϕupum,spoon,403:513:654:700:1440:1578:2040:2197,1454:1995:2159,1377:1532:1759:2048:2147:2252
177,nea,eo,adjective,/nea/,møɶ,ne,,,1533:2149
178,spülen,de,verb,/ˈʃpyːln̩/,pylm,do the washing up,,,1534:1876
179,卷,zh-cn,verb,/tɕɥœn˥˩/,pϕœm,volume,,1894,1535:2086:2131:2493:2568
180,verdrängt,de,verb,/fɛːɐ̯ˈdɾɛŋt/,ϕœɐbœmp,repressed,59,1831,1527
181,척,ko,adjective,/t͡ɕʰʌ̹k̚/,pϕɔp,chuck,504,,1437:1536:2024:2091
182,laŭ,eo,verb,/lau/,lɶu,According to,,,1537:2264
183,방패,ko,verb,/pa̠ŋpʰɛ̝/,pɶmpœ,shield,,,1538:2213
184,who'd,en,verb,/ˈhud/,rub,who'd,,,1539
185,静か,ja,adjective,/ɕizɯka/,ϕyβupɶ,quiet,554:1064,,1540:2312:2400
186,흥분,ko,adjective,/xɯŋbun/,ϕumbum,excitement,1857,,1541:1862:2374
187,기교,ko,verb,/kiɡjo/,pyo,artifice,,,1542:2199
188,ketangkasan,id,verb,/kətaŋkasan/,pəpɶmpɶϕɶm,dexterity,499:522:614:892:2234:2297,712:957:1200,1543:1849:1869:2537:2666
189,bertulang,id,verb,/bərtulaŋ/,bərpulɶm,reinforced,,,1544:1708
190,신시,ko,adjective,/ɕʰinɕʰi/,ϕymϕy,Current,551:844:1669,1545,2179:2542
191,morse,en,verb,/ˈmɔɹs/,mɔϕ,morse,,,1546
192,chrome,en,verb,/ˈkɹoʊm/,poʊm,chrome,2519,1693:2087,1422
193,크롬,ko,verb,/kxɯɾo̞m/,pϕuom,chrome,,1547,2479:2559
194,拥有,zh-cn,verb,/jʊŋ˥˥ joʊ˨˩˦/,ʊmoʊ,have,696,,1548
195,보류,ko,verb,/po̞ɾju/,pou,Hold,1549,,2379
196,memegang,id,verb,/məməgaŋ/,məməbɶm,hold it,117:967:1068:1406,1550:1590:2185,1405:1474:1684:1699:1810:1847:2144:2152:2307:2428:2581:2606
197,knits,en,verb,/ˈnɪts/,mʏpϕ,knits,,,1447:1551
198,牙线,zh-cn,verb,/ja˧˥ ɕjɛn˥˩/,ɶϕœm,Floss,,1894,1535:2086:2131:2493:2568
199,짐승,ko,verb,/t͡ɕimsʰɯŋ/,pϕymϕum,beast,2347:2359:2546,,1409:1552:1781:1902:2631
200,피고,ko,adjective,/pʰiɡo̞/,pyo,defendant,,,1542:2199
201,귀의,ko,adjective,/kɥiɰi/,pyy,otic,763,,1553:2243
202,tamparan,id,verb,/tamparan/,pɶmpɶrɶm,slap,15:1115:1129:1333:1473:2143:2251:2392:2517,114:2069,1367:1461:1554:1691:1824:2449:2462
203,slava,en,adjective,/ˈsɫɑvə/,ϕɒβə,slava,,,1556
204,塞,zh-cn,verb,/saɪ˥˥/,ϕɶʏ,Plug,861:2624,,1557:2140
205,tyger,en,adjective,/ˈtaɪɡɝ/,pɶʏ,tyger,234:580:724:988:1256:1726:2017:2586,,1558:2063
206,mabuk,id,verb,/mabuʔ/,mɶbub,drunk,1559,,2223
207,kuntul,id,verb,/kuntul/,pumpul,Kuntul.,,,1560:1899
208,백로,ko,verb,/pɛ̝ŋno̞/,pœmmo,egret,2627,,1561
209,종소리,ko,verb,/t͡ɕo̞ŋsʰo̞ɾi/,pϕomϕoy,knell,,1562,1569:2453
210,upset,en,adjective,/ˈəpˌsɛt/,əpϕœp,upset,874:2212:2652,214,1383:1563
211,cokelat,id,adjective,/tʃokəlat/,popəlɶp,chocolate,1564,1952,
212,bruna,eo,adjective,/bruna/,brumɶ,brown,1138:1565,,2472
213,brown,en,adjective,/ˈbɹaʊn/,bɶʊm,brown,,,1566
214,갈색,ko,adjective,/ka̠ɭsʰɛ̝k̚/,pɶϕœp,Brown,31:573:2212:2652,210,1567:2218
215,techy,en,adjective,/ˈtɛtʃi/,pœpy,techy,2000,,1568
216,tonal,en,adjective,/ˈtoʊnəɫ/,poʊmə,tonal,,,1570:2072
217,roost,en,verb,/ˈɹust/,uϕp,roost,2463,,1571
218,ripozejo,eo,verb,/ripozeio/,rypoβøyo,Restroom,,,1572
219,곡선,ko,adjective,/ko̞ks͈ʌ̹n/,popϕɔm,curve,,2093,1467:1766
220,弯曲,zh-cn,verb,/wan˥˥ tɕʰy˥˥/,rɶmpϕy,bending,100:688:948:1063:1457:1573:2029,94:520:734:821:1233:1927,1445:1450:1790:1815:1864:1867:1891:2081:2388:2399:2466:2496:2505
221,olden,en,adjective,/ˈoʊɫdən/,oʊbəm,olden,267:327:405:503:621:738:805:852:1168:1723:2204,,1574:1603:2483
222,dahulu,id,adjective,/dahulu/,bɶrulu,In the past,,,1575:2002:2450
223,토양,ko,adjective,/tʰo̞ja̠ŋ/,poɶm,soil,2102,,1576:1936
224,기정,ko,adjective,/kid͡ʑʌ̹ŋ/,pybβɔm,Quantity,1419,,1577:2070
225,틈,ko,adjective,/tʰɯm/,pum,aperture,403:513:654:700:1440:1578:2040:2197,1454:1995:2159,1377:1532:1759:2048:2147:2252
226,暮らす,ja,verb,/kɯɾasɯ/,puɶϕu,live,,418:1579,1771:1848:1877:1893:2393:2664
227,trifft,de,verb,/ˈtɾɪfft/,pʏϕϕp,meets,,,1580:2327
228,눈물,ko,verb,/nunmuɭ/,mummu,tear,,,1581:2291:2486
229,entmutigen,de,verb,/ˌɛntˈmuːtɪɡən/,œmpmupʏəm,discourage,2180:2636,,1582
230,daunt,en,verb,/ˈdɔnt/,bɔmp,daunt,2662,,1583
231,균열,ko,adjective,/kjuɲjʌ̹ɭ/,pumɔ,crack,1584,,
232,berayun,id,verb,/bərajun/,bərɶum,swinging,717,933:1585,2057
233,geschwenkt,de,verb,/gəˈʃvɛŋkt/,bəβœmpp,pivoted,2323,,1586
234,摆,zh-cn,verb,/paɪ˨˩˦/,pɶʏ,put,373:676,205:1249:1926,1587:2063:2335
235,swung,en,verb,/ˈswəŋ/,ϕrəm,swung,2324,,1588
236,pepin,en,verb,/ˈpɛpɪn/,pœpʏm,pepin,261:1139,,1589:1611:1794
237,gudang,id,verb,/gudaŋ/,bubɶm,warehouse,117:967:1068:1406,1550:1590:2185,1405:1474:1684:1699:1810:1847:2144:2152:2307:2428:2581:2606
238,삼진,ko,verb,/sʰa̠md͡ʑin/,ϕɶmbβym,fan,,,1591:1618:1746:2448
239,treen,en,verb,/ˈtɹin/,pym,treen,662:695:1272:1747:2004:2273,758:1223:2036:2167:2576,1592:1617
240,uncut,en,adjective,/ˌənˈkət/,əmpəp,uncut,159:362:463:477:1319:1515:1811,,1593:2579
241,시체,ko,adjective,/ɕʰit͡ɕʰe̞/,ϕypϕø,dead body,1594:2644,,1398:2192:2394
242,씨족,ko,verb,/ɕ͈id͡ʑo̞k̚/,ϕybβop,clan,,,1595
243,brite,en,adjective,/ˈbɹaɪt/,bɶʏp,brite,,,1596:2095
244,朽ちる,ja,verb,/kɯtɕiɾɯ/,pupϕyu,Decay,692:980:1597,,2033:2342:2598
245,감기,ko,adjective,/ka̠mɡi/,pɶmy,cold,501:1111:2647,1309,1598:1659:1851:2132:2446:2683
246,trauen,de,verb,/ˈtʀaʊ̯ən/,pɶʊəm,trust,1599,,1935:2306
247,trone,en,adjective,/ˈtɹoʊn/,poʊm,trone,2519,1693:2087,1422
248,trono,eo,adjective,/trono/,promo,throne,1600,,
249,decay,en,verb,/dɪˈkeɪ/,bʏpøʏ,decay,1018:1601,,
250,kerusakan,id,verb,/kərusakan/,pəruϕɶpɶm,damage,336:645:905:908:1294:1433:1468:1523:1641:1830:1974:2064:2092:2228:2458:2513:2596:2673,634:1621:1652:2075:2153:2488,1360:1648:1671:1840:1983:2083:2338:2567
