id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
3,ぴったり,iai,ja,124,mubazir,uai,id,kyaku,ai,adjective,3
3,ぴったり,iai,ja,128,ramai,aai,id,kyaku,ai,adjective,3
3,ぴったり,iai,ja,153,粗い,aai,ja,kyaku,ai,adjective,3
3,ぴったり,iai,ja,244,浅い,aai,ja,kyaku,ai,adjective,3
3,ぴったり,iai,ja,294,臭い,ɯai,ja,kyaku,ai,adjective,3
3,ぴったり,iai,ja,353,甘い,aai,ja,kyaku,ai,adjective,3
3,ぴったり,iai,ja,375,痛み,iai,ja,kyaku,ai,adjective,3
3,ぴったり,iai,ja,416,abadi,aai,id,kyaku,ai,adjective,3
3,ぴったり,iai,ja,430,深い,ɯai,ja,kyaku,ai,adjective,3
3,ぴったり,iai,ja,481,痛い,iai,ja,kyaku,ai,adjective,3
3,ぴったり,iai,ja,719,إباحي,iai,ar,kyaku,ai,adjective,3
3,ぴったり,iai,ja,752,tripartí,iai,es,kyaku,ai,adjective,3
3,ぴったり,iai,ja,797,pluraj,uai,eo,kyaku,ai,adjective,3
3,ぴったり,iai,ja,1219,うざい,ɯai,ja,kyaku,ai,adjective,3
3,ぴったり,iai,ja,1270,bigamie,iai,fr,kyaku,ai,adjective,3
3,ぴったり,iai,ja,1403,disuadí,iai,es,kyaku,ai,adjective,3
5,말하다,äää,ko,26,논하다,o̞ää,ko,kyaku,ää,verb,3
5,말하다,äää,ko,45,이루다,iuä,ko,kyaku,ä,verb,3
5,말하다,äää,ko,55,기르다,iɯä,ko,kyaku,ä,verb,3
5,말하다,äää,ko,57,취하다,iää,ko,kyaku,ää,verb,3
5,말하다,äää,ko,75,줄이다,uiä,ko,kyaku,ä,verb,3
5,말하다,äää,ko,88,알리다,äiä,ko,kyaku,ä,verb,3
5,말하다,äää,ko,120,곱하다,o̞ää,ko,kyaku,ää,verb,3
5,말하다,äää,ko,132,올리다,o̞iä,ko,kyaku,ä,verb,3
5,말하다,äää,ko,134,들리다,ɯiä,ko,kyaku,ä,verb,3
5,말하다,äää,ko,141,밝히다,äiä,ko,kyaku,ä,verb,3
5,말하다,äää,ko,146,자라다,äää,ko,kyaku,̈ää,verb,3
5,말하다,äää,ko,241,돌리다,o̞iä,ko,kyaku,ä,verb,3
5,말하다,äää,ko,282,낙하산,äää,ko,kyaku,̈ää,verb,3
5,말하다,äää,ko,292,놀라다,o̞ää,ko,kyaku,ää,verb,3
5,말하다,äää,ko,307,구하다,uää,ko,kyaku,ää,verb,3
5,말하다,äää,ko,309,높이다,o̞iä,ko,kyaku,ä,verb,3
5,말하다,äää,ko,363,죽이다,uiä,ko,kyaku,ä,verb,3
5,말하다,äää,ko,413,굽히다,uiä,ko,kyaku,ä,verb,3
5,말하다,äää,ko,467,그리다,ɯiä,ko,kyaku,ä,verb,3
5,말하다,äää,ko,470,토하다,o̞ää,ko,kyaku,ää,verb,3
5,말하다,äää,ko,497,치르다,iɯä,ko,kyaku,ä,verb,3
5,말하다,äää,ko,571,미루다,iuä,ko,kyaku,ä,verb,3
5,말하다,äää,ko,1155,귀하다,iää,ko,kyaku,ää,verb,3
5,말하다,äää,ko,1505,가이단,äiä,ko,kyaku,ä,verb,3
5,말하다,äää,ko,1618,가다가,äää,ko,kyaku,̈ää,verb,3
6,話す,aaɯ,ja,10,浸す,iaɯ,ja,kyaku,aɯ,verb,3
6,話す,aaɯ,ja,82,誓う,iaɯ,ja,kyaku,aɯ,verb,3
6,話す,aaɯ,ja,158,叱る,iaɯ,ja,kyaku,aɯ,verb,3
6,話す,aaɯ,ja,177,探す,aaɯ,ja,kyaku,aɯ,verb,3
6,話す,aaɯ,ja,220,引っ張る,iaɯ,ja,kyaku,aɯ,verb,3
6,話す,aaɯ,ja,239,違う,aaɯ,ja,kyaku,aɯ,verb,3
6,話す,aaɯ,ja,243,飾る,aaɯ,ja,kyaku,aɯ,verb,3
6,話す,aaɯ,ja,277,上がる,aaɯ,ja,kyaku,aɯ,verb,3
6,話す,aaɯ,ja,355,並ぶ,aaɯ,ja,kyaku,aɯ,verb,3
6,話す,aaɯ,ja,412,曲がる,aaɯ,ja,kyaku,aɯ,verb,3
6,話す,aaɯ,ja,451,流す,aaɯ,ja,kyaku,aɯ,verb,3
6,話す,aaɯ,ja,473,抱く,iaɯ,ja,kyaku,aɯ,verb,3
6,話す,aaɯ,ja,487,洗う,aaɯ,ja,kyaku,aɯ,verb,3
6,話す,aaɯ,ja,523,慕う,iaɯ,ja,kyaku,aɯ,verb,3
6,話す,aaɯ,ja,532,磨く,iaɯ,ja,kyaku,aɯ,verb,3
7,berbicara,əiaa,id,76,mengatakan,əaaa,id,kyaku,aa,verb,4
7,berbicara,əiaa,id,138,mengadakan,əaaa,id,kyaku,aa,verb,4
7,berbicara,əiaa,id,228,menawarkan,əaaa,id,kyaku,aa,verb,4
7,berbicara,əiaa,id,271,berkilau,əiau,id,to,ia,verb,4
7,berbicara,əiaa,id,302,dikalahkan,iaaa,id,kyaku,aa,verb,4
7,berbicara,əiaa,id,411,menilai,əiai,id,to,ia,verb,4
7,berbicara,əiaa,id,417,perjalanan,əaaa,id,kyaku,aa,verb,4
7,berbicara,əiaa,id,465,mengalahkan,əaaa,id,kyaku,aa,verb,4
7,berbicara,əiaa,id,469,kemilau,əiau,id,to,ia,verb,4
7,berbicara,əiaa,id,524,kejahatan,əaaa,id,kyaku,aa,verb,4
7,berbicara,əiaa,id,775,aukana,œiaa,is,kyaku,iaa,verb,4
7,berbicara,əiaa,id,782,المؤطر,auaa,ar,kyaku,aa,verb,4
7,berbicara,əiaa,id,798,abajaban,aaaa,es,kyaku,aa,verb,4
7,berbicara,əiaa,id,799,أبارك,aaaa,ar,kyaku,aa,verb,4
7,berbicara,əiaa,id,824,bải hoải bài hoài,aaaa,vi,kyaku,aa,verb,4
7,berbicara,əiaa,id,826,仔细观察,ɯiaa,zh-cn,kyaku,iaa,verb,4
7,berbicara,əiaa,id,835,asparaga,aaaa,id,kyaku,aa,verb,4
7,berbicara,əiaa,id,837,agrupará,auaa,es,kyaku,aa,verb,4
7,berbicara,əiaa,id,850,劈里啪啦,iiaa,zh-cn,kyaku,iaa,verb,4
7,berbicara,əiaa,id,983,accaparâmes,aaaa,fr,kyaku,aa,verb,4
7,berbicara,əiaa,id,988,abajaba,aaaa,es,kyaku,aa,verb,4
7,berbicara,əiaa,id,1035,abjuraba,auaa,es,kyaku,aa,verb,4
7,berbicara,əiaa,id,1061,ambulaba,auaa,es,kyaku,aa,verb,4
7,berbicara,əiaa,id,1093,أشبك,aiaa,ar,kyaku,iaa,verb,4
7,berbicara,əiaa,id,1211,octavaba,oaaa,es,kyaku,aa,verb,4
7,berbicara,əiaa,id,1231,abajarán,aaaa,es,kyaku,aa,verb,4
7,berbicara,əiaa,id,1355,contre-attaqua,ɔaaa,fr,kyaku,aa,verb,4
7,berbicara,əiaa,id,1401,abrigarla,aiaa,es,kyaku,iaa,verb,4
7,berbicara,əiaa,id,1468,abobaba,aoaa,es,kyaku,aa,verb,4
7,berbicara,əiaa,id,1503,chicharraban,iaaa,es,kyaku,aa,verb,4
7,berbicara,əiaa,id,1522,abrumaba,auaa,es,kyaku,aa,verb,4
7,berbicara,əiaa,id,1575,实地勘查,ɚiaa,zh-cn,kyaku,iaa,verb,4
7,berbicara,əiaa,id,1588,abrigará,aiaa,es,kyaku,iaa,verb,4
7,berbicara,əiaa,id,1637,abdicaba,aiaa,es,kyaku,iaa,verb,4
8,balasan,aaa,id,94,catatan,aaa,id,kyaku,aa,verb,3
8,balasan,aaa,id,117,masalah,aaa,id,kyaku,aa,verb,3
8,balasan,aaa,id,281,harapan,aaa,id,kyaku,aa,verb,3
8,balasan,aaa,id,326,曲がった,aaa,ja,kyaku,aa,verb,3
8,balasan,aaa,id,336,dijaga,iaa,id,kyaku,aa,verb,3
8,balasan,aaa,id,356,biara,iaa,id,kyaku,aa,verb,3
8,balasan,aaa,id,376,tatapan,aaa,id,kyaku,aa,verb,3
8,balasan,aaa,id,378,cahaya,aaa,id,kyaku,aa,verb,3
8,balasan,aaa,id,382,halangan,aaa,id,kyaku,aa,verb,3
8,balasan,aaa,id,397,dibayar,iaa,id,kyaku,aa,verb,3
8,balasan,aaa,id,398,tawaran,aaa,id,kyaku,aa,verb,3
8,balasan,aaa,id,454,kawanan,aaa,id,kyaku,aa,verb,3
8,balasan,aaa,id,724,ababan,aaa,es,kyaku,aa,verb,3
8,balasan,aaa,id,996,cobalah,oaa,id,kyaku,aa,verb,3
8,balasan,aaa,id,1096,ababa,aaa,es,kyaku,aa,verb,3
8,balasan,aaa,id,1103,bufaba,uaa,es,kyaku,aa,verb,3
8,balasan,aaa,id,1537,abarca,aaa,es,kyaku,aa,verb,3
9,輝く,aaaɯ,ja,13,煌く,aaaɯ,ja,kyaku,aaɯ,verb,4
9,輝く,aaaɯ,ja,35,生み出す,ɯiaɯ,ja,kyaku,aɯ,verb,4
9,輝く,aaaɯ,ja,60,瞬く,iaaɯ,ja,kyaku,aaɯ,verb,4
9,輝く,aaaɯ,ja,72,失う,ɯiaɯ,ja,kyaku,aɯ,verb,4
9,輝く,aaaɯ,ja,216,敬う,ɯaaɯ,ja,kyaku,aaɯ,verb,4
9,輝く,aaaɯ,ja,288,費やす,ɯiaɯ,ja,kyaku,aɯ,verb,4
9,輝く,aaaɯ,ja,310,従う,iaaɯ,ja,kyaku,aaɯ,verb,4
9,輝く,aaaɯ,ja,337,支払う,iaaɯ,ja,kyaku,aaɯ,verb,4
9,輝く,aaaɯ,ja,420,気になる,iiaɯ,ja,kyaku,aɯ,verb,4
9,輝く,aaaɯ,ja,484,張り合う,aiaɯ,ja,kyaku,aɯ,verb,4
9,輝く,aaaɯ,ja,511,疑う,ɯaaɯ,ja,kyaku,aaɯ,verb,4
9,輝く,aaaɯ,ja,780,marramáu,aaau,es,to,aa,verb,4
9,輝く,aaaɯ,ja,798,abajaban,aaaa,es,to,aa,verb,4
9,輝く,aaaɯ,ja,799,أبارك,aaaa,ar,to,aa,verb,4
9,輝く,aaaɯ,ja,824,bải hoải bài hoài,aaaa,vi,to,aa,verb,4
9,輝く,aaaɯ,ja,835,asparaga,aaaa,id,to,aa,verb,4
9,輝く,aaaɯ,ja,983,accaparâmes,aaaa,fr,to,aa,verb,4
9,輝く,aaaɯ,ja,988,abajaba,aaaa,es,to,aa,verb,4
9,輝く,aaaɯ,ja,1024,あま噛み,aaai,ja,to,aa,verb,4
9,輝く,aaaɯ,ja,1209,mangachapuy,aaau,es,to,aa,verb,4
9,輝く,aaaɯ,ja,1231,abajarán,aaaa,es,to,aa,verb,4
9,輝く,aaaɯ,ja,1250,あいだる,aiaɯ,ja,kyaku,aɯ,verb,4
10,浸す,iaɯ,ja,6,話す,aaɯ,ja,kyaku,aɯ,verb,3
10,浸す,iaɯ,ja,82,誓う,iaɯ,ja,kyaku,aɯ,verb,3
10,浸す,iaɯ,ja,158,叱る,iaɯ,ja,kyaku,aɯ,verb,3
10,浸す,iaɯ,ja,177,探す,aaɯ,ja,kyaku,aɯ,verb,3
10,浸す,iaɯ,ja,220,引っ張る,iaɯ,ja,kyaku,aɯ,verb,3
10,浸す,iaɯ,ja,239,違う,aaɯ,ja,kyaku,aɯ,verb,3
10,浸す,iaɯ,ja,243,飾る,aaɯ,ja,kyaku,aɯ,verb,3
10,浸す,iaɯ,ja,277,上がる,aaɯ,ja,kyaku,aɯ,verb,3
10,浸す,iaɯ,ja,355,並ぶ,aaɯ,ja,kyaku,aɯ,verb,3
10,浸す,iaɯ,ja,412,曲がる,aaɯ,ja,kyaku,aɯ,verb,3
10,浸す,iaɯ,ja,451,流す,aaɯ,ja,kyaku,aɯ,verb,3
10,浸す,iaɯ,ja,473,抱く,iaɯ,ja,kyaku,aɯ,verb,3
10,浸す,iaɯ,ja,487,洗う,aaɯ,ja,kyaku,aɯ,verb,3
10,浸す,iaɯ,ja,523,慕う,iaɯ,ja,kyaku,aɯ,verb,3
10,浸す,iaɯ,ja,532,磨く,iaɯ,ja,kyaku,aɯ,verb,3
11,평가하다,ʌäää,ko,1,흥분하다,ɯuää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,14,자극하다,äɯää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,15,나타나다,ääää,ko,kyaku,äää,verb,4
11,평가하다,ʌäää,ko,21,계속하다,e̞o̞ää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,24,어울리다,ʌuiä,ko,kyaku,ä,verb,4
11,평가하다,ʌäää,ko,43,유도하다,uo̞ää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,62,허용하다,ʌoää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,63,보증하다,o̞ɯää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,85,감독하다,äo̞ää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,90,예측하다,e̞ɯää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,92,무시하다,uiää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,97,계산하다,e̞äää,ko,kyaku,äää,verb,4
11,평가하다,ʌäää,ko,99,인식하다,iiää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,101,동의하다,o̞iää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,109,부담하다,uäää,ko,kyaku,äää,verb,4
11,평가하다,ʌäää,ko,115,대답하다,e̞äää,ko,kyaku,äää,verb,4
11,평가하다,ʌäää,ko,122,부족하다,uo̞ää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,133,요약하다,oäää,ko,kyaku,äää,verb,4
11,평가하다,ʌäää,ko,136,홍보하다,o̞o̞ää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,145,가속하다,äo̞ää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,171,찬양하다,ääää,ko,kyaku,äää,verb,4
11,평가하다,ʌäää,ko,176,시작하다,iäää,ko,kyaku,äää,verb,4
11,평가하다,ʌäää,ko,179,통과하다,o̞äää,ko,kyaku,äää,verb,4
11,평가하다,ʌäää,ko,198,암기하다,äiää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,221,보존하다,o̞o̞ää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,223,제공하다,e̞o̞ää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,227,궁금하다,uɯää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,240,의지하다,iiää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,247,의존하다,io̞ää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,259,방황하다,ääää,ko,kyaku,äää,verb,4
11,평가하다,ʌäää,ko,270,제안하다,e̞äää,ko,kyaku,äää,verb,4
11,평가하다,ʌäää,ko,276,상승하다,äɯää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,293,지시하다,iiää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,301,배포하다,e̞o̞ää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,304,경고하다,ʌo̞ää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,308,허락하다,ʌäää,ko,kyaku,äää,verb,4
11,평가하다,ʌäää,ko,328,검사하다,ʌäää,ko,kyaku,äää,verb,4
11,평가하다,ʌäää,ko,329,유지하다,uiää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,335,일으키다,iɯiä,ko,kyaku,ä,verb,4
11,평가하다,ʌäää,ko,399,성공하다,ʌo̞ää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,400,치료하다,ioää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,401,표시하다,oiää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,419,암시하다,äiää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,453,절약하다,ʌäää,ko,kyaku,äää,verb,4
11,평가하다,ʌäää,ko,482,발휘하다,äiää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,567,아프리카,äɯiä,ko,kyaku,ä,verb,4
11,평가하다,ʌäää,ko,723,가기하다,äiää,ko,kyaku,ää,verb,4
11,평가하다,ʌäää,ko,1318,가급하다,äɯää,ko,kyaku,ää,verb,4
12,낙하산,äää,ko,0,타이가,äiä,ko,kyaku,ä,adjective,3
12,낙하산,äää,ko,54,속이다,o̞iä,ko,kyaku,ä,adjective,3
12,낙하산,äää,ko,129,달하다,äää,ko,kyaku,̈ää,adjective,3
12,낙하산,äää,ko,148,사나이,ääi,ko,to,̈ä,adjective,3
12,낙하산,äää,ko,163,가하다,äää,ko,kyaku,̈ää,adjective,3
12,낙하산,äää,ko,973,가리다,äiä,ko,kyaku,ä,adjective,3
13,煌く,aaaɯ,ja,9,輝く,aaaɯ,ja,kyaku,aaɯ,verb,4
13,煌く,aaaɯ,ja,35,生み出す,ɯiaɯ,ja,kyaku,aɯ,verb,4
13,煌く,aaaɯ,ja,60,瞬く,iaaɯ,ja,kyaku,aaɯ,verb,4
13,煌く,aaaɯ,ja,72,失う,ɯiaɯ,ja,kyaku,aɯ,verb,4
13,煌く,aaaɯ,ja,216,敬う,ɯaaɯ,ja,kyaku,aaɯ,verb,4
13,煌く,aaaɯ,ja,288,費やす,ɯiaɯ,ja,kyaku,aɯ,verb,4
13,煌く,aaaɯ,ja,310,従う,iaaɯ,ja,kyaku,aaɯ,verb,4
13,煌く,aaaɯ,ja,337,支払う,iaaɯ,ja,kyaku,aaɯ,verb,4
13,煌く,aaaɯ,ja,420,気になる,iiaɯ,ja,kyaku,aɯ,verb,4
13,煌く,aaaɯ,ja,484,張り合う,aiaɯ,ja,kyaku,aɯ,verb,4
13,煌く,aaaɯ,ja,511,疑う,ɯaaɯ,ja,kyaku,aaɯ,verb,4
13,煌く,aaaɯ,ja,780,marramáu,aaau,es,to,aa,verb,4
13,煌く,aaaɯ,ja,798,abajaban,aaaa,es,to,aa,verb,4
13,煌く,aaaɯ,ja,799,أبارك,aaaa,ar,to,aa,verb,4
13,煌く,aaaɯ,ja,824,bải hoải bài hoài,aaaa,vi,to,aa,verb,4
13,煌く,aaaɯ,ja,835,asparaga,aaaa,id,to,aa,verb,4
13,煌く,aaaɯ,ja,983,accaparâmes,aaaa,fr,to,aa,verb,4
13,煌く,aaaɯ,ja,988,abajaba,aaaa,es,to,aa,verb,4
13,煌く,aaaɯ,ja,1024,あま噛み,aaai,ja,to,aa,verb,4
13,煌く,aaaɯ,ja,1209,mangachapuy,aaau,es,to,aa,verb,4
13,煌く,aaaɯ,ja,1231,abajarán,aaaa,es,to,aa,verb,4
13,煌く,aaaɯ,ja,1250,あいだる,aiaɯ,ja,kyaku,aɯ,verb,4
14,자극하다,äɯää,ko,1,흥분하다,ɯuää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,11,평가하다,ʌäää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,15,나타나다,ääää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,21,계속하다,e̞o̞ää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,24,어울리다,ʌuiä,ko,kyaku,ä,verb,4
14,자극하다,äɯää,ko,43,유도하다,uo̞ää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,62,허용하다,ʌoää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,63,보증하다,o̞ɯää,ko,kyaku,ɯää,verb,4
14,자극하다,äɯää,ko,85,감독하다,äo̞ää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,90,예측하다,e̞ɯää,ko,kyaku,ɯää,verb,4
14,자극하다,äɯää,ko,92,무시하다,uiää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,97,계산하다,e̞äää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,99,인식하다,iiää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,101,동의하다,o̞iää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,109,부담하다,uäää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,115,대답하다,e̞äää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,122,부족하다,uo̞ää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,133,요약하다,oäää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,136,홍보하다,o̞o̞ää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,145,가속하다,äo̞ää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,171,찬양하다,ääää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,176,시작하다,iäää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,179,통과하다,o̞äää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,198,암기하다,äiää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,221,보존하다,o̞o̞ää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,223,제공하다,e̞o̞ää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,227,궁금하다,uɯää,ko,kyaku,ɯää,verb,4
14,자극하다,äɯää,ko,240,의지하다,iiää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,247,의존하다,io̞ää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,259,방황하다,ääää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,270,제안하다,e̞äää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,276,상승하다,äɯää,ko,kyaku,̈ɯää,verb,4
14,자극하다,äɯää,ko,293,지시하다,iiää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,301,배포하다,e̞o̞ää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,304,경고하다,ʌo̞ää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,308,허락하다,ʌäää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,328,검사하다,ʌäää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,329,유지하다,uiää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,335,일으키다,iɯiä,ko,kyaku,ä,verb,4
14,자극하다,äɯää,ko,399,성공하다,ʌo̞ää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,400,치료하다,ioää,ko,kyaku,ää,verb,4
14,자극하다,äɯää,ko,401,표시하다,oiää,ko,kyaku,ää,verb,4
