,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_noun,next_word_index_adjective,word_ch,word_id,word_ja
50,dramigi,eo,verb,/dramigi/,ɶyy,dramatize,125:212:320:674:681:764:1087:1120,526:639:640:667:763:808:811:816:849:850:855:859:918:927:931:991:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:739:852:1021:1070:1242,戏剧,mendramatisir,dr dr
51,fortikigi,eo,verb,/fortikigi/,oyyy,fortify,61:355:1089,599:668:678:686:851:853:877:900:920:921:947:1007:1010:1019:1032:1033:1082:1090:1095:1126:1152:1161:1224,71:1088:1148:1269,强化,membentengi,fort fort
52,瞬く,ja,verb,/ɕibatakɯ/,yɶɶu,Blink,630:865:951,632:649:710:725:740:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,145:736:1147,眨,Berkedip,瞬く
53,sinyal,id,verb,/siɲal/,yɶb,signal,167:477:513,654:669:689:774:925:992:1119:1164,34:652:1114:1223,信号,sinyal,信号
54,허용하다,ko,verb,/hʌ̹joŋɦa̠da̠/,ɔoɶɶ,permit,817:1008:1146,600:641:655:670:691:692:695:719:752:776:823:838:883:926:958:1001:1128,176:228:643:786:799:1031:1079:1270,允许,izin,許可
55,보증하다,ko,verb,/po̞d͡ʑɯŋɦa̠da̠/,obuɶɶ,guarantee,671:711:896:1184,535:560:601:628:635:645:666:677:696:806:854:893:1024:1028:1055:1073:1094:1125:1187:1206:1255,24:98:365:384:493:975:1271,保证,menjamin,保証
56,malĝoja,eo,adjective,/mald͡ʒoia/,ɶboyɶ,sad,117:211:277:957:1037:1112:1113,586:605:673:688:769:820:848:857:870:994:1011:1083:1151:1264,32:46:663:784:1141,伤心,sedih,悲しい
57,悲しい,ja,adjective,/kanaɕii/,ɶɶyy,sad,15:21:50:125:159:182:194:212:292:320:674:681:764:919:1087:1108:1120,640:667:763:808:811:816:849:850:855:859:927:931:991:1156,739:852:1021:1070:1242,伤心,sedih,悲しい
58,아픈,ko,adjective,/a̠pʰɯn/,ɶum,Hurt,285:802:910,551:638:675:761:782:836:860:1009:1214,150:454:475,伤害,Menyakiti,hurt
59,小さい,ja,adjective,/tɕiisai/,byyɶy,small,106:177:286:321:362:369:875:898:969:1016:1132,542:662:721:780:788:812:871:897:911:982:1018:1026:1093:1124:1138:1163:1182:1186:1251,340:383:390:629:813:1012:1104:1105,小的,kecil,小さい
60,berbagai,id,adjective,/bərbagai/,əɶɶy,various,443:497:656:781:826:839:841:869,521:545:547:637:650:658:672:698:726:746:766:800:832:843:909:914:945:948:952:964:977:987:1056:1168:1200:1204:1238,14:30:131:135:214:220:297:315:319:356:476:676,各种各样的,berbagai,様々な
61,mengelilingi,id,verb,/məŋəliliŋi/,əəyyy,Surround,51:224:238:260:355:360:1089,599:610:668:686:851:877:900:920:921:947:1007:1010:1032:1033:1082:1090:1095:1126:1142:1152:1161:1224,71:1088:1148:1269,环绕,mengelilingi,囲む
62,無駄になる,ja,adjective,/mɯdaninaɾɯ/,uɶyɶu,Become wasted,241:615:895,534:679:724:728:750:805:819:824:847:861:908:961:1084:1159:1190:1217:1225:1239:1280,111:206:299,浪费了,Menjadi sia-sia,無駄になる
63,유익하다,ko,adjective,/juikʰa̠da̠/,uyɶɶ,helpful,4:301:317:350:665:704:720:888:1102:1218:1228:1266,519:520:530:579:588:592:685:714:794:795:867:879:924:949:980:993:1000:1035:1061:1130:1143:1237:1243,70:72:73:366:392:687:814:966:1131:1150,乐于助人,bermanfaat,help help
64,失う,ja,verb,/ɯɕinaɯ/,uyɶu,lose,241:615:895,534:679:724:728:750:805:819:824:847:861:908:961:1084:1159:1190:1217:1225:1239:1280,111:206:299,失去,kalah,失う
65,rahasia,id,adjective,/rahasia/,ɶɶyɶ,secret,80:126:426:730:858:1072:1074:1179:1181:1227,543:554:568:626:644:653:680:693:778:804:831:833:886:889:890:915:929:1149:1259:1286,23:35:122:171:173:196:221:242:287:471:506:735:801,秘密,rahasia,秘密の
66,忙しい,ja,adjective,/isogaɕii/,yoɶyy,busy,15:21:50:125:159:182:194:212:292:320:674:681:764:919:1087:1108:1120,640:667:763:808:811:816:849:850:855:859:927:931:991:1156,739:852:1021:1070:1242,忙,sibuk,忙しい
67,줄이다,ko,verb,/t͡ɕuɾida̠/,buyɶ,Reduce,328:700:1121:1123:1140,602:620:642:732:744:822:827:829:881:907:955:983:1002:1034:1077:1111:1158:1175:1231,108:151:271:413:516:953:1284,减少,Mengurangi,縮める
68,mengatakan,id,verb,/məŋatakan/,əɶɶɶm,say,252:683:809:981,634:733:737:787:818:846:972:973:1003:1004:1029:1262,9:821:1065,说,mengatakan,いう
69,朗らか,ja,adjective,/hogaɾaka/,oɶɶɶ,Cheerfulness,2:8:12:88:97:101:102:118:130:149:154:157:229:240:276:293:331:336:397:684:702:709:891:1069:1194:1253,564:571:633:647:716:727:731:742:755:760:779:830:834:837:840:874:885:887:894:950:1046:1060:1137:1210:1213,26:44:114:120:142:191:204:235:374:835,快乐,Kegembiraan,朗らか
70,imaginara,eo,adjective,/imaginara/,yɶyɶɶ,imaginary,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:704:720:888:1102:1218:1228:1266,519:520:530:579:587:588:685:714:794:795:867:879:924:949:993:1000:1035:1057:1061:1091:1130:1143:1267,63:73:205:394:687:814:1131:1150,假想,imajiner,架空のもの
71,寂しい,ja,adjective,/sabiɕii/,ɶyyy,lonely,51:61:224:238:260:360:1089,610:668:678:686:851:853:877:900:921:947:1007:1010:1019:1032:1033:1082:1090:1095:1126:1142:1152:1161:1224,1088:1148:1269,孤独,kesepian,寂しい
72,ordinara,eo,adjective,/ordinara/,oyɶɶ,ordinary,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:704:720:888:1102:1218:1228:1266,519:520:530:579:587:588:685:714:794:795:867:879:924:949:993:1000:1035:1057:1061:1091:1130:1143:1267,63:73:205:394:687:814:1131:1150,普通的,biasa,俗理
73,biasa,id,adjective,/biasa/,yɶɶ,Ordinary,49:84:90:92:174:210:262:294:354:370:423:631:665:704:720:888:1102:1218:1228:1266,519:520:587:592:685:714:794:795:924:949:980:993:1000:1035:1057:1061:1091:1130:1143:1237:1243:1267,63:70:72:205:366:392:394:687:814:966:1131:1150,普通的,biasa,俗理
74,誓う,ja,verb,/tɕikaɯ/,byɶu,swear,241:615:895,534:679:724:728:750:805:819:824:847:861:908:961:1084:1159:1190:1217:1225:1239:1280,111:206:299,发誓,bersumpah,誓う
75,lihat,id,verb,/lihat/,yɶb,see,167:477:513,654:669:689:774:925:992:1119:1164,34:652:1114:1223,看,lihat,見る
76,menghargai,id,verb,/məŋhargai/,əɶɶy,appreciate,443:497:656:781:826:839:841:869,521:545:547:637:650:658:672:698:726:746:766:800:832:843:909:914:945:948:952:964:977:987:1056:1168:1200:1204:1238,14:30:131:135:214:220:297:315:319:356:476:676,欣赏,menghargai,感謝する
77,감독하다,ko,verb,/ka̠mdo̞kʰa̠da̠/,ɶmoɶɶ,Supervise,817:1008:1146,600:641:655:670:691:692:695:719:752:776:823:838:883:926:958:1001:1128,176:228:643:786:799:1031:1079:1270,监督,Mengawasi,監督する
78,mengawasi,id,verb,/məŋawasi/,əɶɶy,Oversee,443:497:656:781:826:839:841:869,521:545:547:637:650:658:672:698:726:746:766:800:832:843:909:914:945:948:952:964:977:987:1056:1168:1200:1204:1238,14:30:131:135:214:220:297:315:319:356:476:676,监禁,mengawasi,監督する
79,빨간,ko,adjective,/p͈a̠ɭɡa̠n/,ɶɶm,Red,25:48:128:172:187:253:264:378:416:456:1086:1166,533:540:565:589:594:619:646:664:694:738:741:768:962:988:1015:1042:1256,37:81:160:168:255:330:447:659,红色的,Merah,赤
80,알리다,ko,verb,/a̠ɭʎida̠/,ɶyɶ,inform,223:426:730:858:1072:1074:1179:1227,543:568:626:644:653:680:693:778:804:807:831:833:886:889:890:915:929:1149:1259,23:35:65:116:122:171:173:196:221:242:287:471:506:735,通知,memberitahu,inform
81,asam,id,adjective,/asam/,ɶɶm,acid,124:187:216:253:401:416:421:472:474:1086,533:539:540:565:580:589:594:596:646:664:694:738:741:768:775:798:962:988:1015:1042:1256,79:95:202:402:405:470:659,酸,asam,酸
82,예측하다,ko,verb,/je̞t͡ɕʰɯkʰa̠da̠/,øbuɶɶ,predict,671:711:896:1184,535:560:601:628:635:645:666:677:696:806:854:893:1024:1028:1055:1073:1094:1125:1187:1206:1255,24:98:365:384:493:975:1271,预测,meramalkan,predict predict
83,menyadari,id,verb,/məɲadari/,əɶɶy,Realize,443:497:656:781:826:839:841:869,521:545:547:637:650:658:672:698:726:746:766:800:832:843:909:914:945:948:952:964:977:987:1056:1168:1200:1204:1238,14:30:131:135:214:220:297:315:319:356:476:676,意识到,menyadari,気付く
84,무시하다,ko,verb,/muɕʰiɦa̠da̠/,uyɶɶ,Ignore,4:301:317:350:665:704:720:888:1102:1218:1228:1266,519:520:530:579:588:592:685:714:794:795:867:879:924:949:980:993:1000:1035:1061:1130:1143:1237:1243,70:72:73:366:392:687:814:966:1131:1150,忽略,Mengabaikan,無視する
85,dipahami,id,verb,/dipahami/,yɶɶy,Understood,443:497:656:781:826:839:841:869,521:545:547:637:650:658:672:698:726:746:766:800:832:843:909:914:945:948:952:964:977:987:1056:1168:1200:1204:1238,14:30:131:135:214:220:297:315:319:356:476:676,理解,dipahami,underst
86,catatan,id,verb,/tʃatatan/,ɶɶɶm,Note,252:683:809:981,634:733:737:787:818:846:972:973:1003:1004:1029:1262,9:821:1065,笔记,catatan,注意
87,明るい,ja,adjective,/akaɾɯi/,ɶɶuy,bright,18:89:91:99:259:274:279:335:500:747:748:892:954:968:1022,537:701:705:712:734:873:876:882:912:917:928:956:974:996:1005:1006:1249:1252:1276:1281:1285,783:1167:1241,明亮的,terang,明るい
88,계산하다,ko,verb,/kje̞sʰa̠nɦa̠da̠/,øɶɶɶ,Calculate,102:186:291:336:684:702:709:891:1069:1194,609:633:647:690:716:727:731:742:755:760:779:830:834:840:874:885:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:120:191:204:235:322:374:556:835,计算,Menghitung,計算する
89,mengakui,id,verb,/məŋakui/,əɶuy,admit,18:91:274:335:622:747:748:892:954:968:1022,550:608:701:703:705:712:734:873:876:882:917:928:956:974:996:1005:1006:1014:1249:1252:1276:1281:1285,87:256:783:1241,承认,mengakui,承認された
90,인식하다,ko,verb,/inɕʰikʰa̠da̠/,ymyɶɶ,Cognize,4:301:317:350:665:704:720:888:1102:1218:1228:1266,519:520:530:579:588:592:685:714:794:795:867:879:924:949:980:993:1000:1035:1061:1130:1143:1237:1243,70:72:73:366:392:687:814:966:1131:1150,认识,Mengetahui,c
91,saluti,eo,verb,/saluti/,ɶuy,salute,89:99:259:279:335:500:622:747:892:954:1022,537:550:608:701:703:705:712:734:873:876:882:912:917:928:956:974:996:1005:1006:1014:1249:1252:1276:1281,87:256:783:1167:1241,礼炮,salut.,敬礼
92,동의하다,ko,verb,/to̞ŋɰiɦa̠da̠/,oyɶɶ,Agree,4:301:317:350:665:704:720:888:1102:1218:1228:1266,519:520:530:579:588:592:685:714:794:795:867:879:924:949:980:993:1000:1035:1061:1130:1143:1237:1243,70:72:73:366:392:687:814:966:1131:1150,同意,Setuju,賛成
93,刈る,ja,verb,/kaɾɯ/,ɶu,mow,178:230:231:429:433:434:466:485:490:790:932,561:706:745:791:866:904:940:1017:1100:1109:1153:1193:1201:1209:1222:1245:1265:1274,165:181:233:249:431:435:504:773:1078:1097,刈,memotong rumput,刈る
94,menuai,id,verb,/mənuai/,əuɶy,reap,290:718:880:913:1062:1110:1116,523:585:595:697:707:723:793:856:939:967:986:990:1036:1044:1059:1066:1071:1198:1278,104:144:263:379:455:682:960:970,收获,menuai,刈る
95,파란,ko,adjective,/pʰa̠ɾa̠n/,ɶɶm,blue,25:48:128:172:187:253:264:378:416:456:1086:1166,533:540:565:589:594:619:646:664:694:738:741:768:962:988:1015:1042:1256,37:81:160:168:255:330:447:659,蓝色的,biru,青
96,파리,ko,adjective,/pʰa̠ɾi/,ɶy,Paris,143:283:284:417:419:436:461:708:902:941:942:1189,518:567:569:581:751:756:844:906:936:1038:1051:1191:1212:1258:1260,166:450:488:517:903:999:1101,巴黎,Paris,パリ
97,부담하다,ko,verb,/puda̠mɦa̠da̠/,uɶɶɶ,Bear,102:186:291:336:684:702:709:891:1069:1194,609:633:647:690:716:727:731:742:755:760:779:830:834:840:874:885:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:120:191:204:235:322:374:556:835,熊,Beruang,くま
98,juara,id,adjective,/dʒuara/,uɶɶ,champion,0:11:55:82:198:246:275:671:711:896:1047:1184,535:601:628:635:645:666:677:696:806:854:893:1024:1028:1055:1073:1094:1125:1187:1255,24:357:384:975:1271,冠军,juara,チャンピオン
99,diketahui,id,verb,/dikətahui/,yəɶuy,is known,18:91:274:335:622:747:748:892:954:968:1022,550:608:701:703:705:712:734:873:876:882:917:928:956:974:996:1005:1006:1014:1249:1252:1276:1281:1285,87:256:783:1241,是已知的,diketahui,知られている
100,바다,ko,adjective,/pa̠da̠/,ɶɶ,Sea,133:341:358:448:486:503:505:715,546:566:584:607:618:749:789:864:1099:1180:1188:1195:1203:1221:1229:1248:1257:1275,136:180:244:281:396:459:469:481:498:1122:1176,海,Laut,海
101,대답하다,ko,verb,/tɛ̝da̠pʰa̠da̠/,œɶɶɶ,Answer,102:186:291:336:684:702:709:891:1069:1194,609:633:647:690:716:727:731:742:755:760:779:830:834:840:874:885:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:120:191:204:235:322:374:556:835,回答,Menjawab,回答
102,masalah,id,verb,/masalah/,ɶɶɶ,problem,2:8:12:88:97:101:118:130:149:154:157:186:229:240:276:291:293:331:397:684:702:891:1069:1194:1253,564:571:609:633:690:716:727:731:742:755:779:834:837:840:874:885:887:894:916:950:1030:1046:1060:1137:1213,26:44:69:114:142:204:235:322:374:556:835,问题,masalah,問題
103,haus,id,adjective,/haus/,ɶub,thirsty,382:717:1045:1170,661:785:797:810:862:1039:1279,713:872:943,渴,haus,喉が渇いた
104,重大,ja,adjective,/dʑɯɯdai/,buuɶy,Serious,45:94:110:290:326:361:373:409:718:880:913:1062:1110:1116,707:723:793:856:967:986:990:1036:1041:1059:1071:1198:1268:1278,109:682:960,严肃的,Serius,重大
105,곱하다,ko,verb,/ko̞pʰa̠da̠/,oɶɶ,multiply,817:1008:1146,600:641:655:670:691:692:695:719:752:776:823:838:883:926:958:1001:1128,176:228:643:786:799:1031:1079:1270,乘,berkembang biak,かける
106,이야기,ko,verb,/ija̠ɡi/,yɶy,story,177:286:321:362:369:875:898:969:1016,536:542:593:623:662:721:780:788:812:871:911:982:995:1026:1054:1093:1124:1138:1162:1163:1182:1186:1215:1251,1:43:59:333:340:383:390:422:467:629:813:1012:1104:1105,故事,cerita,物語
107,부족하다,ko,verb,/pud͡ʑo̞kʰa̠da̠/,uboɶɶ,Lack,817:1008:1146,600:641:655:670:691:692:695:719:752:776:823:838:883:926:958:1001:1128,176:228:643:786:799:1031:1079:1270,缺少,Kekurangan,欠如
108,tuja,eo,adjective,/tuia/,uyɶ,immediate,20:67:119:200:300:324:364:410:495:700:1121:1123:1140,602:620:642:722:744:822:827:829:881:907:955:1002:1034:1077:1111:1175:1231,151:349:516:953:1284,即时,segera,即時の
